"Rceattle_version","official_base_version","official_base_commit","dsem_patch_commit","dsem_version","randomization_check","seed","distribution","missingness"
"5.8.1.9000","5.8.1","7bb694788012685495d90b806e61792e33900a50","cb7c3f0df3b9f136085208c9711b5f8269de7352","3.0.0",FALSE,NA,"observed standardized series","preserved from each observed covariate"
