"fishery_sel_form","scenario","label","objective","evaluated_total","convergence","max_gradient","seconds","sel_tv_ar1_weight_fsh","start_file"
5,"default_weight","2D AR1 year-age (default penalty weight)",2782.87254539255,2782.87254568026,1,677.241472782269,13.0285639762878,1,"/Users/jim/_mymods/pollock/rtmb_ebswp/analysis/output/fishery_sel_forms/fishery_sel_form_5.rds"
