"variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"sel_devs_ats[126]",0.511242619084591,0.510286267548326,0.276338127289325,0.283577641258415,0.0583073037238968,0.973167585162177,1.00203050454444,8236.03875136859,2590.0968682192
"sel_devs_ats[127]",0.552163464473807,0.550109417847582,0.277670145574413,0.282747503778856,0.0977560281199164,1.01521325012949,1.0028555403153,8022.41034351616,2184.21075787369
"sel_devs_ats[128]",0.571156438821193,0.566821795359661,0.283777948246065,0.291318191413914,0.104164195179129,1.04386501040366,1.00004825951286,7656.47352875198,2534.47632817516
"sel_devs_ats[129]",0.585125452983548,0.57985917215281,0.275241993982698,0.27223325346892,0.133070565407803,1.03153285409723,1.00343287390004,8805.71674038958,2548.63234263139
"sel_devs_ats[130]",0.601446288698621,0.594979321877757,0.276329328125819,0.274556958133231,0.14877958232103,1.06318607097825,1.0028306784193,8078.57324549577,2568.88825443071
"sel_devs_ats[131]",0.587422923600925,0.59029685608779,0.279347000766548,0.28328155171009,0.117648893319883,1.04923072130503,1.00045221940802,8184.89250008106,2742.85002643344
"sel_devs_ats[132]",0.581358990555878,0.585386045662421,0.275133597050103,0.278649488121791,0.120521059390137,1.02261325848551,1.00130770780518,7894.25733937127,2601.11877590754
"sel_devs_ats[133]",0.585414232299603,0.588268527810929,0.278228187622335,0.275260219410855,0.125182617169857,1.04956336367688,1.00223875584371,8945.03691886618,2607.14056868269
"sel_devs_ats[134]",0.543484235553325,0.540714046717716,0.285360856709678,0.276036212825228,0.0722113229379512,1.01429816853292,1.00038354660747,8767.61769740763,2465.50646326075
"sel_devs_ats[135]",0.561925508801058,0.557264413176468,0.28628281790922,0.281690007610107,0.0921098897574368,1.04234795313423,1.00198365422,8529.80774367649,2638.59121036411
"sel_devs_ats[136]",0.547619057059679,0.541213795891781,0.29190058913007,0.289421812175831,0.0700084739197137,1.03490396699404,1.00237649423844,8856.73247937542,2423.54653167457
"sel_devs_ats[137]",0.541165910793844,0.539212120448607,0.284469265998638,0.277673295444066,0.0671250147594725,1.02394271584508,1.00325486495556,7741.64260195716,2814.82327891556
"sel_devs_ats[138]",0.531077952582679,0.527019052348162,0.285388566463441,0.282522999144464,0.062416501874425,1.00500902897289,1.00220190247374,6580.07889527737,3078.0843688169
"sel_devs_ats[139]",0.567302372587847,0.55907658027411,0.286481925004143,0.298601477545991,0.105954860641237,1.03778310492946,1.00174480711966,8145.27905649722,3165.64696465798
"sel_devs_ats[140]",0.582470288732059,0.582079700995989,0.294968486202003,0.293132674443354,0.108324221269031,1.06389466198588,1.00121575184645,8896.469060227,2629.19530289419
"sel_devs_ats[141]",0.595023832569135,0.591258438956496,0.296188240168824,0.296228468945114,0.117590823130928,1.08490556339526,1.00081584952597,8945.60806617408,2809.82691940786
"sel_devs_ats[142]",0.602671789184641,0.598482496728881,0.305873946508259,0.308522413697946,0.10741610224821,1.11197134235095,1.00257500219663,8515.72807034658,2852.5970492832
"sel_devs_ats[143]",0.644810555157319,0.642128330038618,0.313925672560826,0.31791756329737,0.136084056397878,1.15739943595028,1.00074498668999,8920.88595563208,2962.81732763538
"sel_devs_ats[144]",0.670984779463625,0.67050782440686,0.329489383971556,0.323071366670411,0.136503233029526,1.19874152718125,1.0025490355583,9453.3587687968,2410.79151617532
"sel_devs_ats[145]",0.709310579705557,0.707177585842943,0.335884477906244,0.329261503777788,0.152341523510243,1.27713371544673,0.999812513178557,7741.42328561821,2679.19118513266
"sel_devs_ats[146]",0.727858626647915,0.729408477965032,0.343825295933542,0.338038311527929,0.170765931620289,1.30567045789236,1.00177178503044,7482.78235014904,2639.70737567365
"sel_devs_ats[147]",0.758462370408435,0.758646087891225,0.357711492753107,0.350892884304702,0.160159610938704,1.35125438995744,1.00124535264991,7980.13594470688,2208.87193766892
"sel_devs_ats[148]",0.7771027643852,0.775788020624635,0.366739139981406,0.360443550287238,0.17554691095741,1.37633426511501,0.999435371645992,7068.56224892817,2721.34846356796
"sel_devs_ats[149]",0.809281999201014,0.804286716676084,0.380705476522946,0.380501996294299,0.196580737885456,1.44109787439858,1.00082117111069,7375.59709280868,3049.02698329618
"sel_devs_ats[150]",0.815422432121108,0.811261337158908,0.400884554566088,0.409476934677317,0.157718184832712,1.48353882427108,1.00252232444173,7033.75122185674,2496.75843634897
"sel_devs_ats[151]",0.289928542074886,0.289655655847921,0.24249820869933,0.25373586004248,-0.103982918552599,0.682576715649477,1.00671714740075,7027.14386677664,2677.84220150946
"sel_devs_ats[152]",0.331499964032251,0.332513171363569,0.256192456865787,0.26576700618931,-0.0918187611436468,0.759880010469189,1.00156011657594,9537.75258640247,2280.79265069401
"sel_devs_ats[153]",0.377194473296014,0.37569741242977,0.26214544062171,0.25740439690582,-0.059528968767439,0.810994063679746,1.00146515623982,8212.30533951178,2772.83855479177
"sel_devs_ats[154]",0.429480275006798,0.42705666214941,0.265480100395614,0.255887547861683,-0.0194909671676577,0.872225184467532,1.00124437911975,8707.32939209356,2369.21177989196
"sel_devs_ats[155]",0.474127576525101,0.473693322993665,0.261134118652769,0.270723062921318,0.04884087294089,0.896803462228877,1.00126490981644,8403.71451654803,2874.66352798644
"sel_devs_ats[156]",0.483365445325919,0.482455772313565,0.271235063711547,0.26992582661595,0.0459942329839842,0.925614506920888,1.00064379392017,8344.2911984436,2597.67072580034
"sel_devs_ats[157]",0.527430837171472,0.529012701720582,0.283997381901372,0.282949239903086,0.0541283163156023,0.999932827621841,1.0053770433231,8291.83186183008,2710.5872490215
"sel_devs_ats[158]",0.555551884151732,0.554026094157023,0.285693502070005,0.289099409483132,0.0876900793251525,1.03504357597726,1.00117023966581,6863.71271053568,2236.2855462509
"sel_devs_ats[159]",0.574613828443689,0.56767837452545,0.276266634369055,0.264692803448061,0.120990899768117,1.02713992412653,1.00182051544404,8968.37694006892,2478.6961226459
"sel_devs_ats[160]",0.591617269003521,0.591616093822923,0.274574495140303,0.274907210278329,0.144913629165234,1.05274403065211,1.00226875763951,8624.40528674999,2936.06808768979
"sel_devs_ats[161]",0.597084238015311,0.603003065912629,0.278508060518687,0.284101221625103,0.13786508638265,1.05533420551488,1.00003440385079,7941.1672993073,2738.40464401121
"sel_devs_ats[162]",0.594804800989585,0.596363628091056,0.280268319506425,0.272470322220551,0.133368062992804,1.05742826660412,1.00185662545862,8838.83471146514,2003.40067081645
"sel_devs_ats[163]",0.577033961637399,0.582910520918697,0.282414656674714,0.283217218303189,0.102251519652268,1.04240477119059,1.00026642441015,8762.07130574352,2353.19099821711
"sel_devs_ats[164]",0.564215881924897,0.56358405776119,0.279165594318268,0.280732367444244,0.107746946608216,1.03074795452942,1.0017603084905,8800.27891749131,2786.37661789332
"sel_devs_ats[165]",0.568944667088471,0.564823227350992,0.280181279687048,0.274974410108691,0.103797236787693,1.03880195038157,1.00231821924157,7347.833653297,2279.44750466263
"sel_devs_ats[166]",0.556644070947338,0.55055579729978,0.286328503912964,0.286152491209363,0.0991952907527108,1.03259926088309,1.00291666494026,8792.92339825043,2628.89789284228
"sel_devs_ats[167]",0.54554613468238,0.540466140653927,0.278910757524512,0.279118994047876,0.085771807708969,1.00394643258995,1.00003960892334,7724.93844294942,2778.03715159586
"sel_devs_ats[168]",0.541630823435921,0.538351188407049,0.29160473602311,0.291472506753637,0.0702039065892216,1.01472991107656,1.00116307195258,7770.89575981392,2781.44979074233
"sel_devs_ats[169]",0.551433427152932,0.540962829523201,0.29568608907859,0.296854399475138,0.0762602025361583,1.04699321136244,1.0034653339607,7373.98721688095,2936.19065618933
"sel_devs_ats[170]",0.576300177831699,0.573688272314489,0.294210453607913,0.292395296852071,0.109125669659016,1.05801791084338,1.00184983454966,9542.15536434209,3124.80974609186
"sel_devs_ats[171]",0.59023429244067,0.585964655943543,0.295605926147264,0.301990899041104,0.120272279885698,1.07507705547142,1.00121414940345,8177.09129110276,2946.55521182891
"sel_devs_ats[172]",0.590157774312207,0.58751674362373,0.31355363457912,0.312348285380398,0.0740365463864961,1.11428093955027,1.00175802300701,8524.480907431,2401.80744577423
"sel_devs_ats[173]",0.635055893945594,0.63198921865384,0.312176275426443,0.317132162220593,0.129549145383151,1.13761142950265,1.00160895129099,8856.17934580574,2841.61129387573
"sel_devs_ats[174]",0.665810873971648,0.668396573537987,0.323750473272134,0.310555672622242,0.130276315088462,1.20042280631365,1.00099739698263,7845.86688213262,2375.68676395094
"sel_devs_ats[175]",0.68866000224759,0.687098411314559,0.33094674123171,0.327636204990185,0.154368124713984,1.236669862223,0.999843134321834,8017.16125863414,2902.24210872938
"sel_devs_ats[176]",0.719973172401585,0.723287241322213,0.345152518841863,0.334978152267254,0.145014854483226,1.28724329370344,1.00046722804277,7351.77206179296,2555.68081388693
"sel_devs_ats[177]",0.749120049930365,0.746750382965987,0.355908661235374,0.340429292266125,0.158131238554604,1.34205880947202,1.00149818583095,7778.32080402803,2783.05233164918
"sel_devs_ats[178]",0.772634354533232,0.766957983370187,0.367034070486414,0.359483768239708,0.168013479108278,1.39244424873998,0.999265350268873,6982.68767630242,2708.05829626864
"sel_devs_ats[179]",0.795562602418217,0.785105754350396,0.38172216660908,0.382550827676073,0.162741275590952,1.43008547125099,1.00136633883456,7412.24766340525,2939.61163275024
"sel_devs_ats[180]",0.803939621244149,0.80118019765898,0.402725268668245,0.399753131254037,0.149848295016023,1.48371646057411,1.00257655679039,7405.82285315711,2438.43451909064
"sel_devs_ats[181]",0.286151426004017,0.287808662531078,0.211395421782205,0.210726040264972,-0.069001195957641,0.632763038294124,1.00219805095605,7669.6925122099,2605.29461220064
"sel_devs_ats[182]",0.330200493079257,0.32863040349125,0.227043876451949,0.227415932156068,-0.0384500190184756,0.714742666386957,1.00327591739163,8271.02785150672,2648.30770570209
"sel_devs_ats[183]",0.365753786159477,0.367419254413252,0.23383228262088,0.236664925836642,-0.0278770057672119,0.751028502989326,1.00189116520778,8477.64025447519,2769.25821592908
"sel_devs_ats[184]",0.405533091438108,0.408157662715958,0.23618813804782,0.238118244305808,0.00652903315263883,0.791239984679195,1.00183518023323,8569.32028364953,2204.87452173711
"sel_devs_ats[185]",0.44802223198981,0.450150964338116,0.238524985774884,0.245077445317902,0.0505643175143741,0.836060700885196,1.00140281847782,8552.34185608936,2915.67727739524
"sel_devs_ats[186]",0.489083137786539,0.487561858243675,0.249175978525201,0.25047922351839,0.0827706703207656,0.90116424909189,1.0005771421828,8857.3620771696,2221.5317328587
"sel_devs_ats[187]",0.516264264528626,0.513485960146675,0.253720623844041,0.259164035599273,0.10875975144723,0.930403789105657,1.00362353883813,8635.64055148309,2653.59586378959
"sel_devs_ats[188]",0.541812075704694,0.538124694016083,0.257029150792684,0.258891109139522,0.121821487506863,0.972978734459974,1.00169897472023,7788.65699997465,2675.37562643562
