"model","base_md5","package_version","package_remote_sha","algorithm","metric","adapt_delta","chains","warmup_per_chain","post_warmup_per_chain","divergences","divergence_percent","maximum_rhat","minimum_bulk_ess","median_bulk_ess","minimum_tail_ess","elapsed_seconds"
"accepted base RTMB model (fishery_sel_form = 0)","ae049e9e07d77c5dee6df300bc3ae09d","1.0.2","2f3f1626219afce68fa2da0d884d4f2dca138117","SNUTS","dense",0.95,4,150,1000,1,0.03,1.00632985973102,1569.02574052298,5522.67202616519,1126.93344664124,166.080000162125
