"model_file","model_md5","model_created","configuration","generated"
"/Users/jim/_mymods/pollock/rtmb_ebswp/analysis/output/base.rds","ae049e9e07d77c5dee6df300bc3ae09d","2026-08-05 22:41:21.34062","September 2025 fixed-parameter ADMB-to-RTMB bridge","2026-08-05 22:48:46.720322"
