Stock,Alt,Sim,Year,SSB,Rec,Tot_biom,SPR_Implied,F,Ntot,Catch,ABC,OFL,AvgAge,AvgAgeTot,SexRatio,B100,B40,B35,Scenario
EBS_Pollock_2024,2,239,2025,3274.81,43185.2,12018.2,0.524394,0.163703,10905.3,1300,2024.92,2428.09,4.98892,2.00824,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,239,2026,2883.61,15106.1,12694.4,0.479908,0.195042,9497.26,1300,1729.25,2075.72,4.66159,2.54383,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,239,2027,2659.36,7873.46,12742.9,0.47022,0.202655,8987.73,1300,1672.05,2008.82,3.86484,3.07363,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,239,2028,2784.03,33540.7,12139.8,0.484843,0.191281,10454.9,1300,1763.48,2120.37,4.02465,2.20752,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,239,2029,3080.99,14507.4,12806.8,0.520852,0.166002,11054.6,1300,2008.09,2414.42,4.6498100000000004,2.64676,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,239,2030,2877.05,21072.6,11879.8,0.518791,0.167355,9819.81,1300,1977.45,2366.15,4.33602,2.47512,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,239,2031,2643.09,32931.1,11439.1,0.462303,0.209115,9565.38,1300,1625.11,1952.01,4.27383,2.12391,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,239,2032,2689.29,39295.6,12325.1,0.471804,0.201389,9448.91,1300,1684.96,2028.04,4.31327,1.99438,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,240,2025,3274.81,52886.9,12018.2,0.524394,0.163703,10905.3,1300,2024.92,2428.09,4.98892,1.87825,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,240,2026,2883.62,18397.3,13228.3,0.479909,0.195041,9497.26,1300,1729.26,2075.73,4.64534,2.41015,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,240,2027,2663.02,19169.7,13677.5,0.471808,0.201385,9019.29,1300,1681.86,2020.94,3.6705,2.56529,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,240,2028,2898.24,34700.1,13921.9,0.493992,0.184509,11191,1300,1824.1,2194.84,3.82744,2.23492,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,240,2029,3422.79,24264.5,15153.7,0.549551,0.148218,12511.7,1300,2234.18,2688.74,4.30508,2.45042,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,240,2030,3447.07,25169.6,14813.4,0.56724,0.138144,12201,1300,2359.46,2824.63,4.21593,2.48421,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,240,2031,3427.91,58892.5,14839.4,0.535739,0.156541,12331.5,1300,2118.11,2545.55,4.2481,1.93492,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,240,2032,3605.3,21051.2,17010.8,0.552577,0.146449,12658,1300,2254.52,2710.31,4.34119,2.50448,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,241,2025,3274.81,11666.4,12018.2,0.524394,0.163703,10905.3,1300,2024.92,2428.09,4.98892,2.94203,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,241,2026,2883.61,6729.04,10959.8,0.479903,0.195045,9497.26,1300,1729.22,2075.69,4.71519,3.32049,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,241,2027,2647.4,24045,9833.79,0.464983,0.206904,8885.2,1300,1640.19,1969.44,4.73621,2.31522,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,241,2028,2411.67,41467,9440.09,0.452798,0.217173,8071.1,1300,1561.07,1846.15,5.02843,1.81518,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,241,2029,2004.49,9626.19,10156.3,0.40865,0.259602,6673.36,1300,1149.81,1366.46,4.2895,2.48793,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,241,2030,1702.25,16911.2,9922.73,0.357352,0.322488,6379.37,1300,831.158,996.116,3.19399,2.41342,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,241,2031,1967,30962.2,10236.9,0.386957,0.28409,8258.6,1300,1040.78,1249.16,3.60091,2.04225,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,241,2032,2328.4,7179,11172.2,0.459423,0.211521,8885.25,1300,1554.31,1847.84,4.05845,2.78585,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,242,2025,3274.81,20481,12018.2,0.524394,0.163703,10905.3,1300,2024.92,2428.09,4.98892,2.5425,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,242,2026,2883.61,18971.1,11444.9,0.479904,0.195044,9497.26,1300,1729.23,2075.7,4.70007,2.52098,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,242,2027,2650.76,16930.4,11192.1,0.466461,0.205695,8913.87,1300,1649.11,1980.47,4.42845,2.55622,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,242,2028,2519.94,43479.4,10821.3,0.463886,0.207806,8769.94,1300,1633.27,1960.53,4.32366,1.89792,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,242,2029,2423.4,30578,11850.4,0.455096,0.215193,8629.1,1300,1581.88,1873.32,4.26642,2.07204,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,242,2030,2314.06,27723.2,12753.6,0.447343,0.221954,8352.07,1300,1481.77,1758.25,3.58896,2.20482,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,242,2031,2478.12,14849,13648.9,0.455716,0.214663,9840.54,1300,1590.07,1913.78,3.49898,2.64541,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,242,2032,3009.95,15295.1,14165.1,0.51248,0.171563,11667,1300,1954.59,2355.16,3.81212,2.80697,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,243,2025,3274.81,10116.1,12018.2,0.524394,0.163703,10905.3,1300,2024.92,2428.09,4.98892,3.03472,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,243,2026,2883.61,20099.8,10874.5,0.479903,0.195046,9497.26,1300,1729.22,2075.68,4.71786,2.53346,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,243,2027,2646.81,39742,10449.2,0.464724,0.207116,8880.15,1300,1638.64,1967.52,4.76576,1.93466,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,243,2028,2398.59,16682,11197.9,0.453554,0.216519,7998.69,1300,1557.9,1842.91,4.50756,2.36632,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,243,2029,2120.58,7418.88,11082.7,0.421567,0.246249,7537,1300,1259.65,1496.99,3.60283,2.9182,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,243,2030,2244.27,23534.9,10701.9,0.422001,0.245814,8902.2,1300,1325.89,1581.7,3.72751,2.33694,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,243,2031,2581.56,39931.1,11006.6,0.476687,0.197538,9699.54,1300,1713.9,2061.95,4.37799,1.92126,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,243,2032,2454.94,18111.7,11544.4,0.479138,0.195636,8697.26,1300,1718.86,2035.22,4.28341,2.33466,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,244,2025,3274.81,7738.72,12018.2,0.524394,0.163703,10905.3,1300,2024.92,2428.09,4.98892,3.19541,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,244,2026,2883.61,36292.6,10743.7,0.479902,0.195046,9497.26,1300,1729.22,2075.68,4.72195,2.07974,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,244,2027,2645.91,6195.03,11155.7,0.464326,0.207443,8872.42,1300,1636.25,1964.57,4.82066,2.9102,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,244,2028,2376.85,25779.7,10387.8,0.453939,0.216187,7873.63,1300,1547.91,1831.73,4.1082,2.2419,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,244,2029,2223.87,9997.71,10218.7,0.42428,0.24355,8351.65,1300,1324.86,1573.58,4.1759,2.71933,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,244,2030,2275.12,14374.7,10032.4,0.436577,0.231746,8099.3,1300,1410.05,1679.05,4.12575,2.58863,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,244,2031,2135.98,11913.9,9072.27,0.433611,0.234531,8009.82,1300,1319.29,1564.28,4.19948,2.64154,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,244,2032,2034.83,44707.3,8579.19,0.401519,0.267351,7363.76,1300,1133.28,1353.47,4.34433,1.7173,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,245,2025,3274.81,11149.5,12018.2,0.524394,0.163703,10905.3,1300,2024.92,2428.09,4.98892,2.97198,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,245,2026,2883.61,14239.7,10931.4,0.479903,0.195045,9497.26,1300,1729.22,2075.69,4.71608,2.79958,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,245,2027,2647.21,30066.5,10207,0.464897,0.206974,8883.51,1300,1639.68,1968.81,4.74018,2.12703,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,245,2028,2408.49,11959,10306.6,0.453591,0.216488,8056.89,1300,1563.57,1849.35,4.71455,2.57289,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,245,2029,2079.84,29946.4,9641.75,0.416867,0.251009,7192.08,1300,1219.54,1449.1,3.95984,2.0494,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,245,2030,1980.8,16912.6,10107.9,0.390396,0.280022,7577.52,1300,1065.31,1272.95,3.92098,2.33313,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,245,2031,2061.15,85184,10401.9,0.417262,0.250605,7667.01,1300,1209.54,1443.85,3.71617,1.51009,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,245,2032,2079.8,12944.3,13832.8,0.424091,0.243737,8207.13,1300,1248.7,1485.85,3.66436,2.32575,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,246,2025,3274.81,23094.8,12018.2,0.524394,0.163703,10905.3,1300,2024.92,2428.09,4.98892,2.45382,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,246,2026,2883.61,13452.7,11588.8,0.479905,0.195044,9497.26,1300,1729.23,2075.7,4.69561,2.7329,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,246,2027,2651.76,14511.2,11091.5,0.466896,0.20534,8922.37,1300,1651.75,1983.72,4.36079,2.70872,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,246,2028,2548.5,47522.1,10503.3,0.465546,0.206442,8947.41,1300,1643.13,1972.6,4.43299,1.83393,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,246,2029,2439.45,18576.2,11665.7,0.45825,0.212509,8524.2,1300,1600.75,1902.2,4.4792,2.29839,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,246,2030,2206.13,40896.2,11797.1,0.437376,0.23100299999999999,7821.87,1300,1374.21,1630.9,3.53402,1.96706,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,246,2031,2334.25,11439,13238.1,0.431697,0.236348,9406.63,1300,1418.98,1689.93,3.59109,2.64756,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,246,2032,2815.01,35689,13857,0.498588,0.181201,10697.9,1300,1858.96,2240.36,3.65854,2.18865,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,247,2025,3274.81,40879.4,12018.2,0.524394,0.163703,10905.3,1300,2024.92,2428.09,4.98892,2.045,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,247,2026,2883.61,7508.37,12567.5,0.479907,0.195042,9497.26,1300,1729.25,2075.72,4.66547,2.86357,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,247,2027,2658.49,19128.8,12145.7,0.46984,0.20296,8980.23,1300,1669.72,2005.93,3.92355,2.59377,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,247,2028,2754.34,65752,11954.1,0.481552,0.19378,10257.8,1300,1742.19,2094.18,4.21856,1.72918,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,247,2029,2925.38,7160.09,14484,0.509855,0.173344,10244,1300,1928.26,2317.29,4.46415,2.68535,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,247,2030,2703.05,50617.4,13958.7,0.501979,0.178799,9577.46,1300,1864.39,2232.49,3.45132,1.99518,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,247,2031,3029.6,20499.2,15909.2,0.489601,0.187728,12216.2,1300,1801.43,2173,3.84236,2.51044,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,247,2032,3707.17,33626,17212.9,0.573049,0.134968,13356.9,1300,2442.08,2940.81,3.92937,2.37552,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,248,2025,3274.81,14922.8,12018.2,0.524394,0.163703,10905.3,1300,2024.92,2428.09,4.98892,2.77243,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,248,2026,2883.61,81483.1,11139,0.479903,0.195045,9497.26,1300,1729.22,2075.69,4.70959,1.59768,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,248,2027,2648.65,20805.5,14200.6,0.465541,0.206446,8895.79,1300,1643.55,1973.6,4.49372,2.24427,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,248,2028,2478.31,50073.1,15371.6,0.468867,0.203743,8557.75,1300,1663.6,1998.27,3.14735,2.0109,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,248,2029,2980.94,19357,17714.7,0.496355,0.182801,12644.8,1300,1844.35,2223.38,3.42931,2.59325,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,248,2030,4098.35,7809.64,19575.2,0.596965,0.122537,15579,1300,2686.24,3240.65,3.78603,3.32591,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,248,2031,4658.93,34354.4,17997,0.645828,0.0999364,17562.6,1300,3193.83,3823.83,4.23994,2.57823,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,248,2032,4994.96,30069.8,18120,0.634663,0.104802,17394.3,1300,3088.45,3712.75,5.01049,2.57375,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,249,2025,3274.81,9820.98,12018.2,0.524394,0.163703,10905.3,1300,2024.92,2428.09,4.98892,3.05338,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,249,2026,2883.61,17435.6,10858.3,0.479903,0.195046,9497.26,1300,1729.22,2075.68,4.71836,2.65008,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,249,2027,2646.7,22633.5,10279.7,0.464674,0.207157,8879.19,1300,1638.34,1967.15,4.78156,2.31895,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,249,2028,2394.08,13919.3,10021.9,0.452773,0.217195,7967.96,1300,1551.25,1834.99,4.64911,2.53345,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,249,2029,2072.8,4339.21,9320.29,0.413732,0.254246,7246.59,1300,1203.35,1430.07,4.10962,3.17435,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,249,2030,1947.01,21133.7,8396.8,0.387899,0.282969,7259.09,1300,1040.24,1243.4,4.05536,2.23166,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,249,2031,1912.29,10012,8184.78,0.395253,0.274398,7087.07,1300,1051.12,1255.38,4.50515,2.54129,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,249,2032,1642.81,29029.6,7342.99,0.367933,0.308026,5878.37,1300,840.811,1005.72,4.05561,1.84926,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,250,2025,3274.81,23561.8,12018.2,0.524394,0.163703,10905.3,1300,2024.92,2428.09,4.98892,2.43903,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,250,2026,2883.61,19817.7,11614.5,0.479905,0.195044,9497.26,1300,1729.23,2075.7,4.69482,2.47643,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,250,2027,2651.93,10413.9,11478,0.466975,0.205276,8923.89,1300,1652.23,1984.32,4.33748,2.86409,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,250,2028,2556.38,14774.5,10815.7,0.467069,0.205199,9003.03,1300,1652.32,1983.93,4.24412,2.69976,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,250,2029,2527.07,26108.1,10191.5,0.46553,0.206455,9043.21,1300,1643.56,1973.71,4.50548,2.20183,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,250,2030,2360.96,8802.39,10047.2,0.452674,0.217281,8232.04,1300,1532.77,1814.44,4.57237,2.74734,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,250,2031,2060.28,32160.7,9159.67,0.412561,0.255468,7270.82,1300,1192.15,1417.54,4.01728,1.98071,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,250,2032,1938.97,7474.5,9652.48,0.384234,0.287367,7342.48,1300,1023.55,1223.54,4.07274,2.66972,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,251,2025,3274.81,29552.6,12018.2,0.524394,0.163703,10905.3,1300,2024.92,2428.09,4.98892,2.27298,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,251,2026,2883.61,10726.9,11944.1,0.479906,0.195043,9497.26,1300,1729.24,2075.71,4.68462,2.80878,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,251,2027,2654.21,12358.1,11443,0.467969,0.204469,8943.38,1300,1658.27,1991.79,4.1888,2.85803,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,251,2028,2623.14,15482.5,10775.2,0.471391,0.201718,9421.37,1300,1678.53,2016.04,4.36817,2.67193,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,251,2029,2608.3,26229.2,10210.8,0.477062,0.197246,9093.41,1300,1712.4,2056.15,4.688,2.19104,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,251,2030,2309.47,9819.74,9808.54,0.449713,0.219862,7978.17,1300,1487.3,1758.4,4.5783,2.67483,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,251,2031,1996.52,20624.5,9131.46,0.394927,0.274771,7043.37,1300,1091.72,1301.68,3.96612,2.26656,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,251,2032,1908.63,22972.4,9050.6,0.382888,0.289003,7266.57,1300,1004.64,1201.32,4.01805,2.12439,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,252,2025,3274.81,7089.96,12018.2,0.524394,0.163703,10905.3,1300,2024.92,2428.09,4.98892,3.24376,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,252,2026,2883.61,23581.5,10708,0.479902,0.195046,9497.26,1300,1729.22,2075.68,4.72307,2.41817,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,252,2027,2645.66,14554.6,10405.8,0.464215,0.207534,8870.31,1300,1635.58,1963.75,4.87045,2.58723,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,252,2028,2364.3,23087.9,9800.06,0.451009,0.218728,7783.78,1300,1525.57,1805.02,4.51873,2.23661,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,252,2029,2056.24,11423.3,9462.11,0.408181,0.260103,7350.44,1300,1173.03,1394.62,4.19775,2.57944,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,252,2030,1951.8,5740.48,9187.68,0.391399,0.278848,7108.19,1300,1054.37,1260.89,3.91684,3.04095,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,252,2031,1901.19,57861.3,8189.36,0.39658,0.272887,7289.23,1300,1051.38,1254.86,4.01469,1.57638,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,252,2032,1844.52,4626.4,10025.8,0.385548,0.28578,6887.46,1300,983.922,1176.89,4.37274,2.52144,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,253,2025,3274.81,23308.3,12018.2,0.524394,0.163703,10905.3,1300,2024.92,2428.09,4.98892,2.44702,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,253,2026,2883.61,17677.1,11600.5,0.479905,0.195044,9497.26,1300,1729.23,2075.7,4.69525,2.55414,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,253,2027,2651.84,87828.1,11340.5,0.466932,0.205311,8923.07,1300,1651.97,1984,4.34803,1.55862,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,253,2028,2552.61,39811,14886.1,0.466475,0.205683,8977.12,1300,1648.73,1979.51,4.19071,1.97624,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,253,2029,2522.92,17723.3,17353.9,0.47532,0.198608,9104.38,1300,1704.08,2048.72,3.0101,2.55818,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,253,2030,3195.49,15183,18483.7,0.518539,0.167521,13815.1,1300,2000.94,2413.34,3.23634,2.95785,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,253,2031,4657.08,6839.2,19747,0.624721,0.109277,18220.1,1300,2997.15,3616.56,4.07834,3.64364,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,253,2032,5231.97,47966.5,17673.9,0.676577,0.0873396,18621.8,1300,3624.68,4337.54,4.8003,2.30126,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,254,2025,3274.81,51105.6,12018.2,0.524394,0.163703,10905.3,1300,2024.92,2428.09,4.98892,1.89955,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,254,2026,2883.62,59631.4,13130.2,0.479909,0.195041,9497.26,1300,1729.26,2075.73,4.64832,1.79838,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,254,2027,2662.35,40640.5,15808.4,0.471524,0.201612,9013.5,1300,1680.1,2018.76,3.65941,2.06761,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,254,2028,2892.32,53804.8,18140,0.498508,0.181258,11192,1300,1855.28,2233.45,3.24438,2.05532,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,254,2029,3849.85,24122.7,21518.6,0.574495,0.134188,15450.7,1300,2463.06,2970.6,3.55508,2.5998,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,254,2030,4905.72,18916.7,22813.1,0.650372,0.0980024,18669.2,1300,3290.15,3955,3.8215,2.99543,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,254,2031,5679.79,42583,22329.4,0.678581,0.0865568,21066,1300,3688.08,4426.66,4.31984,2.54553,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,254,2032,6173.1,17706.5,22747.4,0.688951,0.0825764,21191.5,1300,3862.99,4638.11,4.91539,3.10171,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,255,2025,3274.81,34034.2,12018.2,0.524394,0.163703,10905.3,1300,2024.92,2428.09,4.98892,2.17183,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,255,2026,2883.61,26998.3,12190.8,0.479906,0.195043,9497.26,1300,1729.24,2075.71,4.67703,2.24674,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,255,2027,2655.9,17372.7,12686.6,0.468714,0.203867,8957.96,1300,1662.82,1997.4,4.05479,2.53639,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,255,2028,2681.58,85566.5,12732.9,0.478268,0.196308,9809.38,1300,1721.45,2068.87,3.89319,1.62822,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,255,2029,2938.84,21668.8,16481.4,0.506006,0.175989,10868.3,1300,1903.75,2289.57,4.10134,2.30912,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,255,2030,3056.04,10817.5,17715.9,0.532788,0.158375,11072.3,1300,2091.93,2511.85,3.26381,2.9476,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,255,2031,3673.5,52249.8,17760,0.554125,0.145552,15189.6,1300,2275.2,2740.25,3.62754,2.18268,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,255,2032,4830.35,38757.4,20374.4,0.632268,0.105868,17828.1,1300,3079.31,3711.07,4.50206,2.34992,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,256,2025,3274.81,22948.4,12018.2,0.524394,0.163703,10905.3,1300,2024.92,2428.09,4.98892,2.45851,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,256,2026,2883.61,36373.2,11580.7,0.479905,0.195044,9497.26,1300,1729.23,2075.7,4.69586,2.07005,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,256,2027,2651.7,54102.4,12341.5,0.466875,0.205357,8921.9,1300,1651.62,1983.57,4.32902,1.82201,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,256,2028,2555.41,10351.6,14448.6,0.469224,0.203456,9011.03,1300,1665.47,2000.21,3.79968,2.62666,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,256,2029,2717.29,12811.7,14815.7,0.486134,0.19031,10349.2,1300,1773.11,2133.34,3.3681,2.91819,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,256,2030,3359.27,13735.7,14862.1,0.537324,0.155564,13416.1,1300,2138.97,2576.4,3.94636,3.03425,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,256,2031,3917.95,17887.1,14394.2,0.592163,0.124954,14067.8,1300,2610.34,3135.46,4.69751,2.852,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,256,2032,3673.33,4862.07,12688.2,0.578703,0.131939,12411.4,1300,2454.97,2935,5.08756,3.60668,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,257,2025,3274.81,9515.25,12018.2,0.524394,0.163703,10905.3,1300,2024.92,2428.09,4.98892,3.07307,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,257,2026,2883.61,67357.1,10841.4,0.479903,0.195046,9497.26,1300,1729.22,2075.68,4.71889,1.6862,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,257,2027,2646.59,40111.1,13003.2,0.46463,0.207193,8878.2,1300,1638.08,1966.83,4.6969900000000004,1.94409,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,257,2028,2409.6,18687.9,14832.7,0.461149,0.210075,8107.51,1300,1605.49,1900.52,3.36838,2.44835,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,257,2029,2656.38,17211.2,15558.9,0.46947,0.203257,10998.7,1300,1671.79,2013.54,3.24662,2.73376,0.5,5977.95,2391.18,2092.28,2
EBS_Pollock_2024,2,257,2030,3688.5,33339.9,16719.1,0.561006,0.141622,14575.6,1300,2347.1,2833.98,3.93568,2.40556,0.5,5977.95,2391.18,2092.28,2
