Terminal_year,Year,Estimate,Standard_error,Lower_2SD,Upper_2SD
2016,1979,1126.058532648959,140.6461084865241,844.7663156759108,1407.3507496220072
2016,1980,1349.4012738773438,135.1043955947198,1079.1924826879042,1619.6100650667834
2016,1981,2056.0724374403335,138.50189547735604,1779.0686464856215,2333.0762283950457
2016,1982,2839.874193701437,161.09983258887752,2517.674528523682,3162.073858879192
2016,1983,3795.164865132387,203.51541927047495,3388.1340265914373,4202.195703673337
2016,1984,3934.3882267300637,208.294461002952,3517.79930472416,4350.977148735968
2016,1985,4480.5376200706705,211.84415091791948,4056.8493182348316,4904.225921906509
2016,1986,4356.448914583607,189.3834248010587,3977.6820649814895,4735.215764185725
2016,1987,4372.591047227922,169.53314312711905,4033.524760973684,4711.6573334821605
2016,1988,4121.783291775177,146.39545503968276,3828.992381695811,4414.5742018545425
2016,1989,3584.254192778089,129.06978710078496,3326.114618576519,3842.3937669796587
2016,1990,3067.6026119204685,119.28871638247914,2829.02517915551,3306.1800446854268
2016,1991,2511.117325605169,109.7696241143946,2291.5780773763795,2730.656573833958
2016,1992,2381.4803973686767,96.61407600651373,2188.2522453556494,2574.708549381704
2016,1993,3075.0965997377307,108.60353573766089,2857.889528262409,3292.3036712130524
2016,1994,3555.6395777437306,121.62744855223576,3312.384680639259,3798.894474848202
2016,1995,3806.291754409907,126.53965437276395,3553.2124456643787,4059.371063155435
2016,1996,3750.5109141201956,124.46125947413155,3501.5883951719325,3999.4334330684587
2016,1997,3659.402986791666,124.15324674974772,3411.0964932921706,3907.7094802911615
2016,1998,3123.3551591206215,107.67529829422486,2908.004562532172,3338.705755709071
2016,1999,3248.9396380655735,106.49375639335275,3035.952125278868,3461.927150852279
2016,2000,3121.352326401151,99.13709601986741,2923.0781343614162,3319.626518440886
2016,2001,3165.1916482286633,100.21800741234652,2964.7556334039705,3365.627663053356
2016,2002,2952.2993642586657,94.0220660135687,2764.255232231528,3140.343496285803
2016,2003,2975.5020561968063,90.29485481056697,2794.9123465756725,3156.09176581794
2016,2004,3278.9681496015337,95.34878122579578,3088.270587149942,3469.6657120531254
2016,2005,2897.805558920565,87.2708210363255,2723.263916847914,3072.347200993216
2016,2006,2673.855581546635,86.92196224261801,2500.011657061399,2847.6995060318714
2016,2007,2234.1705261824113,83.22308750743188,2067.7243511675474,2400.6167011972752
2016,2008,1754.9906251975276,76.20090232716804,1602.5888205431916,1907.3924298518637
2016,2009,1888.7549683865077,85.84283253887614,1717.0693033087555,2060.44063346426
2016,2010,1971.171587856938,94.53393142801715,1782.1037250009038,2160.2394507129725
2016,2011,2573.990002680261,127.08477001951715,2319.8204626412266,2828.1595427192956
2016,2012,3369.0789926371326,181.18022920042844,3006.718534236276,3731.4394510379893
2016,2013,4017.2268072127376,243.44496124798442,3530.336884716769,4504.116729708707
2016,2014,4089.4945565191106,284.8150660496185,3519.8644244198736,4659.124688618347
2016,2015,4142.035516140615,327.77631542473296,3486.482885291149,4797.588146990081
2016,2016,4508.951901156656,423.5430573581061,3661.865786440444,5356.0380158728685
2017,1964,1349.6511489901538,280.48590115171413,788.6793466867256,1910.622951293582
2017,1965,1381.2323563232226,279.73875760644063,821.7548411103413,1940.709871536104
2017,1966,1407.4590189119226,291.1492740240697,825.1604708637832,1989.757566960062
2017,1967,1521.6490639075303,308.1030175037553,905.4430289000196,2137.855098915041
2017,1968,1691.3780764275834,345.9729699896742,999.432136448235,2383.324016406932
2017,1969,1915.8373803727268,380.9258988413612,1153.9855826900043,2677.6891780554492
2017,1970,2026.6675297173133,385.26399426686925,1256.1395411835747,2797.195518251052
2017,1971,2138.577650221255,397.09335524880544,1344.3909397236444,2932.764360718866
2017,1972,1999.083544376626,366.95721660877877,1265.1691111590685,2732.9979775941833
2017,1973,1718.1504674731354,337.1978358494751,1043.7547957741854,2392.5461391720855
2017,1974,1314.8622461610719,297.15857851156903,720.5450891379338,1909.17940318421
2017,1975,1224.802292496256,268.3736027683189,688.0550869596183,1761.549498032894
2017,1976,1149.8572710350077,205.32759431044187,739.2020824141239,1560.5124596558915
2017,1977,1349.1433177235488,198.92204963615774,951.2992184512333,1746.9874169958644
2017,1978,1209.7162024361396,164.70705530969695,880.3020918167457,1539.1303130555334
2017,1979,1129.5572959097929,141.16823199941467,847.2208319109635,1411.893759908622
2017,1980,1354.7805883054887,135.65692116878014,1083.4667459679283,1626.094430643049
2017,1981,2063.0838464262124,138.91552268086292,1785.2528010644864,2340.9148917879384
2017,1982,2846.706176876785,161.45480978869662,2523.7965572993917,3169.615796454178
2017,1983,3798.3629250974354,203.90667458156977,3390.5495759342957,4206.176274260575
2017,1984,3932.5914633137295,208.50427771088815,3515.5829078919533,4349.600018735506
2017,1985,4474.510829638546,211.69830654013447,4051.114216558277,4897.907442718815
2017,1986,4348.889948838935,188.96111197028353,3970.967724898368,4726.812172779502
2017,1987,4364.002391154213,168.86586120205936,4026.270668750094,4701.734113558332
2017,1988,4113.209392223995,145.59601975984467,3822.0173527043053,4404.401431743684
2017,1989,3576.0543146895106,128.2346390772975,3319.5850365349156,3832.5235928441057
2017,1990,3059.5689882202214,118.43160879057903,2822.7057706390633,3296.4322058013795
2017,1991,2503.334826522267,108.91281899275458,2285.509188536758,2721.1604645077764
2017,1992,2374.046536225608,95.77760007983902,2182.4913360659302,2565.601736385286
2017,1993,3066.788589053285,107.71720803323394,2851.354172986817,3282.2230051197525
2017,1994,3546.574496041018,120.71461390268614,3305.1452682356457,3788.00372384639
2017,1995,3796.5467504572875,125.58984062347939,3545.3670692103287,4047.7264317042464
2017,1996,3740.628546506544,123.52151288843699,3493.58552072967,3987.671572283418
2017,1997,3649.442749223834,123.22887098880612,3402.985007246222,3895.9004912014466
2017,1998,3114.4857408293756,106.8553268480761,2900.775087133223,3328.196394525528
2017,1999,3239.9441575921855,105.67159006951725,3028.6009774531512,3451.28733773122
2017,2000,3112.8935859956982,98.36885517157229,2916.1558756525537,3309.6312963388427
