Fleet_name,Year,Observation,Predicted,Observed_to_predicted
AVO,2017,2.263,2.498398983417985,0.9057800675631308
AVO,2018,2.0841,2.2416146505071057,0.9297316108852731
AVO,2019,2.8292,1.929011654648422,1.4666578054012043
AVO,2021,2.4101,2.099086936648327,1.1481658800889287
BTS,2017,8855.042158,8341.92138258678,1.0615111018049543
BTS,2018,4266.875366,6031.933051878438,0.7073810881689458
BTS,2019,9257.419352,8996.703581317277,1.0289790330787525
BTS,2021,4889.162547,4977.188116971356,0.9823141967105474
