"model","objective","AIC","maximum_gradient","positive_definite_hessian","convergence_status","elapsed_seconds"
"iid",898.071905458614,4096.14381091723,4.72824234331228e-05,TRUE,"OK",150.409074783325
"candidate1",889.067675461729,4080.13535092346,8.77705683555163e-05,TRUE,"OK",161.898979902267
"candidate2",887.184955359015,4076.36991071803,5.03441095062729e-05,TRUE,"OK",155.6730260849
"combined",887.022895025267,4078.04579005053,7.51081267302833e-05,TRUE,"OK",152.619273900986
