"data_type","fleet","year","age",".truth",".pred","uncertainty","uncertainty_scale","sample_size","distribution","engine","model"
"age_composition","BTS",1997,15,0.0142118856491857,0.0092389933553403,NA,NA,73,"composition","custom RTMB","base coefficients"
"age_composition","BTS",1998,1,0.11274094050237,0.118099970639531,NA,NA,65,"composition","custom RTMB","base coefficients"
"age_composition","BTS",1998,2,0.089084118080244,0.0905858001546677,NA,NA,65,"composition","custom RTMB","base coefficients"
"age_composition","BTS",1998,3,0.048015710808929,0.0811492294692394,NA,NA,65,"composition","custom RTMB","base coefficients"
"age_composition","BTS",1998,4,0.0345174664292805,0.0494878365234485,NA,NA,65,"composition","custom RTMB","base coefficients"
"age_composition","BTS",1998,5,0.0720454964877122,0.0822611945384794,NA,NA,65,"composition","custom RTMB","base coefficients"
"age_composition","BTS",1998,6,0.395756799513482,0.257341336762532,NA,NA,65,"composition","custom RTMB","base coefficients"
"age_composition","BTS",1998,7,0.101431738465262,0.121763208322021,NA,NA,65,"composition","custom RTMB","base coefficients"
"age_composition","BTS",1998,8,0.0614011238336615,0.0863125703775424,NA,NA,65,"composition","custom RTMB","base coefficients"
"age_composition","BTS",1998,9,0.0466222593041693,0.0725043164881867,NA,NA,65,"composition","custom RTMB","base coefficients"
"age_composition","BTS",1998,10,0.0119843428357347,0.0146586755570609,NA,NA,65,"composition","custom RTMB","base coefficients"
"age_composition","BTS",1998,11,0.00528732316015077,0.00482452786859913,NA,NA,65,"composition","custom RTMB","base coefficients"
"age_composition","BTS",1998,12,0.00181050104286363,0.00366483705501514,NA,NA,65,"composition","custom RTMB","base coefficients"
"age_composition","BTS",1998,13,0.00412599498645964,0.00363785228488903,NA,NA,65,"composition","custom RTMB","base coefficients"
"age_composition","BTS",1998,14,0.00444494707360741,0.00562897280462984,NA,NA,65,"composition","custom RTMB","base coefficients"
"age_composition","BTS",1998,15,0.010731237476073,0.00807967115415772,NA,NA,65,"composition","custom RTMB","base coefficients"
"age_composition","BTS",1999,1,0.0875418059097998,0.0930208345001804,NA,NA,95,"composition","custom RTMB","base coefficients"
"age_composition","BTS",1999,2,0.0982555045211001,0.0601361315576512,NA,NA,95,"composition","custom RTMB","base coefficients"
"age_composition","BTS",1999,3,0.11456334248983,0.137181495445466,NA,NA,95,"composition","custom RTMB","base coefficients"
"age_composition","BTS",1999,4,0.108944111055179,0.11944215796889,NA,NA,95,"composition","custom RTMB","base coefficients"
"age_composition","BTS",1999,5,0.0604683073416591,0.0641950616989109,NA,NA,95,"composition","custom RTMB","base coefficients"
"age_composition","BTS",1999,6,0.111285506196455,0.0901055335235273,NA,NA,95,"composition","custom RTMB","base coefficients"
"age_composition","BTS",1999,7,0.260459174554706,0.22382578895604,NA,NA,95,"composition","custom RTMB","base coefficients"
"age_composition","BTS",1999,8,0.0668293555620934,0.0928035452905486,NA,NA,95,"composition","custom RTMB","base coefficients"
"age_composition","BTS",1999,9,0.031807083048697,0.0561644875494313,NA,NA,95,"composition","custom RTMB","base coefficients"
"age_composition","BTS",1999,10,0.0293828811966534,0.041791638275226,NA,NA,95,"composition","custom RTMB","base coefficients"
"age_composition","BTS",1999,11,0.010984316346044,0.00803854971734475,NA,NA,95,"composition","custom RTMB","base coefficients"
"age_composition","BTS",1999,12,0.00465524590439274,0.00258866711657451,NA,NA,95,"composition","custom RTMB","base coefficients"
"age_composition","BTS",1999,13,0.00190012384889281,0.00191106045981647,NA,NA,95,"composition","custom RTMB","base coefficients"
"age_composition","BTS",1999,14,0.00280923869132981,0.00186695732260387,NA,NA,95,"composition","custom RTMB","base coefficients"
"age_composition","BTS",1999,15,0.0101140033331682,0.00692809061778905,NA,NA,95,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2000,1,0.0762193630181208,0.109177421741001,NA,NA,90,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2000,2,0.0273935874199962,0.043378375790427,NA,NA,90,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2000,3,0.0504064971336195,0.0542559715603557,NA,NA,90,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2000,4,0.156837250193607,0.147032138336754,NA,NA,90,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2000,5,0.157531992600602,0.136575487227305,NA,NA,90,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2000,6,0.0874592109126505,0.0743154685359644,NA,NA,90,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2000,7,0.0695623452597993,0.0928166669298304,NA,NA,90,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2000,8,0.211158920926867,0.191802346326395,NA,NA,90,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2000,9,0.0799597153336962,0.0727079360446472,NA,NA,90,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2000,10,0.0417318590428102,0.0392898347770106,NA,NA,90,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2000,11,0.0178684231086577,0.0266088769650059,NA,NA,90,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2000,12,0.0114389996843015,0.00479352083891007,NA,NA,90,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2000,13,0.00358534472730371,0.00147178950229826,NA,NA,90,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2000,14,0.00162501126017442,0.00105442037445004,NA,NA,90,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2000,15,0.00722147937779251,0.00471974504964546,NA,NA,90,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2001,1,0.174549729968858,0.168938544295288,NA,NA,183,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2001,2,0.107393529870776,0.0881146525567993,NA,NA,183,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2001,3,0.0637655172831697,0.0697575806077721,NA,NA,183,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2001,4,0.0617443419491515,0.0775255834315757,NA,NA,183,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2001,5,0.148415038987817,0.161104505856766,NA,NA,183,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2001,6,0.145487242990412,0.117092131709683,NA,NA,183,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2001,7,0.0606119555338525,0.0547314731837688,NA,NA,183,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2001,8,0.0294562838347446,0.058790838590124,NA,NA,183,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2001,9,0.0874696658781232,0.112501220720643,NA,NA,183,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2001,10,0.0625139182882656,0.0439416303206477,NA,NA,183,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2001,11,0.0238144472483972,0.0239559738230482,NA,NA,183,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2001,12,0.0185690514044422,0.0162050340608581,NA,NA,183,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2001,13,0.00643834269804227,0.00292083696585315,NA,NA,183,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2001,14,0.00266993720567213,0.000898004061813299,NA,NA,183,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2001,15,0.00710099685827463,0.00352198981535975,NA,NA,183,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2002,1,0.12500550213738,0.119146856602131,NA,NA,186,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2002,2,0.0361924499357498,0.0606071541390002,NA,NA,186,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2002,3,0.0729188583554269,0.0732771626891158,NA,NA,186,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2002,4,0.113649134536146,0.0805047612138849,NA,NA,186,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2002,5,0.125369429970766,0.101757860010133,NA,NA,186,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2002,6,0.162427013773993,0.193972454559775,NA,NA,186,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2002,7,0.0810771804378465,0.124993254854374,NA,NA,186,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2002,8,0.0391974888491339,0.0503450166920442,NA,NA,186,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2002,9,0.0524716005035743,0.0472777998659914,NA,NA,186,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2002,10,0.0978715846228339,0.0845168922779675,NA,NA,186,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2002,11,0.0487832339232478,0.0315694604537432,NA,NA,186,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2002,12,0.0224420503275246,0.0164535451556764,NA,NA,186,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2002,13,0.0133753824606442,0.0108034588145768,NA,NA,186,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2002,14,0.00422301179417655,0.00191493595425574,NA,NA,186,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2002,15,0.00499607837155726,0.0028593867173303,NA,NA,186,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2003,1,0.0399392138377982,0.0753661641540772,NA,NA,125,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2003,2,0.0115511716294291,0.023403894778054,NA,NA,125,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2003,3,0.0742116225757,0.078719855484308,NA,NA,125,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2003,4,0.127244436367116,0.124345786326664,NA,NA,125,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2003,5,0.150343542320284,0.136761904685064,NA,NA,125,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2003,6,0.125291803452229,0.136240987423763,NA,NA,125,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2003,7,0.157187854020219,0.174764648605112,NA,NA,125,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2003,8,0.0811907650950614,0.0884639269696844,NA,NA,125,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2003,9,0.0338350014001626,0.0322328186098783,NA,NA,125,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2003,10,0.0442317986543637,0.0304173070732352,NA,NA,125,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2003,11,0.0861203667948459,0.056518056984805,NA,NA,125,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2003,12,0.0389631448156926,0.0212850282504979,NA,NA,125,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2003,13,0.0161505555563173,0.0110441371195584,NA,NA,125,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2003,14,0.00664531479185038,0.00723903481374566,NA,NA,125,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2003,15,0.00709340868893194,0.00319644872155341,NA,NA,125,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2004,1,0.0495194332119352,0.0458479468163746,NA,NA,188,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2004,2,0.033183447229055,0.0192930706211496,NA,NA,188,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2004,3,0.0235358961285154,0.0619316329468738,NA,NA,188,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2004,4,0.201310909791122,0.169892227043794,NA,NA,188,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2004,5,0.198120721217757,0.201139844295376,NA,NA,188,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2004,6,0.146843510349763,0.144575392259846,NA,NA,188,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2004,7,0.0819768567463573,0.0971455556126241,NA,NA,188,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2004,8,0.0865801976221318,0.102602504440191,NA,NA,188,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2004,9,0.0428388465041726,0.0506999206929188,NA,NA,188,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2004,10,0.0270349219679673,0.0197658799593577,NA,NA,188,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2004,11,0.0270516185291912,0.019967967793113,NA,NA,188,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2004,12,0.0495817118563902,0.0382212096430847,NA,NA,188,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2004,13,0.0219770023388738,0.0143926476917471,NA,NA,188,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2004,14,0.00568131734843459,0.007467871459415,NA,NA,188,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2004,15,0.00476360915833347,0.00705632872413401,NA,NA,188,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2005,1,0.0390408266252992,0.0331683272367832,NA,NA,194,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2005,2,0.0143668411539084,0.00653858130919717,NA,NA,194,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2005,3,0.0214214696596527,0.0338635990093835,NA,NA,194,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2005,4,0.10757983489329,0.120939222505948,NA,NA,194,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2005,5,0.315455705059936,0.267744372864586,NA,NA,194,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2005,6,0.212212443344676,0.233542783293151,NA,NA,194,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2005,7,0.11108847920089,0.112850233339335,NA,NA,194,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2005,8,0.0443050819612213,0.0560565792660983,NA,NA,194,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2005,9,0.0376898645740851,0.0514857441321628,NA,NA,194,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2005,10,0.0263223462141349,0.0255930822768635,NA,NA,194,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2005,11,0.0076329946335949,0.0105952277566892,NA,NA,194,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2005,12,0.0155849702042483,0.0109371727280663,NA,NA,194,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2005,13,0.0258794770644183,0.0208920069110593,NA,NA,194,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2005,14,0.0102825101437061,0.00786168312838059,NA,NA,194,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2005,15,0.0111371552669382,0.00793138424229454,NA,NA,194,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2006,1,0.118073324234574,0.11329227901226,NA,NA,329,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2006,2,0.0109245744588349,0.00954085123728403,NA,NA,329,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2006,3,0.0164303209613941,0.0225169809434273,NA,NA,329,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2006,4,0.0750707667850294,0.0825605669412637,NA,NA,329,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2006,5,0.202671347950805,0.176672845996089,NA,NA,329,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2006,6,0.238147647503241,0.230293019068439,NA,NA,329,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2006,7,0.139930255393263,0.158516617654869,NA,NA,329,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2006,8,0.063718677259446,0.0723280455768197,NA,NA,329,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2006,9,0.0353763448873096,0.0369183156161109,NA,NA,329,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2006,10,0.029513087014215,0.0348984278747092,NA,NA,329,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2006,11,0.0141879686191124,0.0185359712524178,NA,NA,329,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2006,12,0.00880276263621015,0.00797678763834106,NA,NA,329,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2006,13,0.0126265554315807,0.00825008801516434,NA,NA,329,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2006,14,0.0170211590705307,0.0157722847598589,NA,NA,329,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2006,15,0.0175052077944544,0.0119269184129462,NA,NA,329,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2007,1,0.216566179979603,0.188225764158529,NA,NA,192,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2007,2,0.00537035487403152,0.0115245071430866,NA,NA,192,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2007,3,0.0175121262888866,0.0120958177463877,NA,NA,192,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2007,4,0.0560077503613748,0.0412301877385422,NA,NA,192,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2007,5,0.175697452974819,0.153751595009364,NA,NA,192,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2007,6,0.198660810700894,0.223968680586321,NA,NA,192,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2007,7,0.13248639037262,0.181453754613715,NA,NA,192,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2007,8,0.0923504385546392,0.0924602476010262,NA,NA,192,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2007,9,0.0366257389931336,0.0348703216961104,NA,NA,192,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2007,10,0.0157086772496902,0.0166517928002465,NA,NA,192,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2007,11,0.0137704413126919,0.0156096274552195,NA,NA,192,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2007,12,0.0124574233673407,0.0084119126658483,NA,NA,192,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2007,13,0.0056792354109094,0.00359612844544355,NA,NA,192,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2007,14,0.00687636356608841,0.00370964808153596,NA,NA,192,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2007,15,0.0142306159932775,0.0124400142586248,NA,NA,192,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2008,1,0.0805841216798948,0.0879882431941425,NA,NA,235,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2008,2,0.0197058171316965,0.0181986853397244,NA,NA,235,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2008,3,0.0218776085037382,0.0315177417923838,NA,NA,235,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2008,4,0.0423309243218512,0.0423188508434798,NA,NA,235,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2008,5,0.125630894703292,0.117172732733886,NA,NA,235,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2008,6,0.248969656572013,0.224101350426612,NA,NA,235,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2008,7,0.181456213577076,0.197986716915669,NA,NA,235,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2008,8,0.113435468069115,0.137832764350941,NA,NA,235,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2008,9,0.0690215533589195,0.06905446075658,NA,NA,235,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2008,10,0.0250722087449685,0.0268559385122263,NA,NA,235,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2008,11,0.0204676088983132,0.012805144647003,NA,NA,235,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2008,12,0.0153522559255475,0.0121877755672899,NA,NA,235,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2008,13,0.00696115851079132,0.00656653984208234,NA,NA,235,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2008,14,0.00386054012712964,0.00280707974690428,NA,NA,235,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2008,15,0.0252739698756528,0.0126059753310751,NA,NA,235,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2009,1,0.172066598345673,0.235643161199484,NA,NA,144,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2009,2,0.0430410393644741,0.0227236583549479,NA,NA,144,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2009,3,0.0884756634835224,0.102090425293618,NA,NA,144,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2009,4,0.100086046073031,0.105163501695539,NA,NA,144,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2009,5,0.0678980504948196,0.067922100665937,NA,NA,144,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2009,6,0.10244806718888,0.0891556502576267,NA,NA,144,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2009,7,0.144668223709113,0.121062203607338,NA,NA,144,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2009,8,0.109967033811978,0.104129765999249,NA,NA,144,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2009,9,0.0787480754316122,0.0738991875656659,NA,NA,144,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2009,10,0.0358645248455641,0.037180711485296,NA,NA,144,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2009,11,0.0225618163594978,0.0150037890032648,NA,NA,144,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2009,12,0.00714777053825254,0.00709419806054934,NA,NA,144,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2009,13,0.0071855296626541,0.00675290562037507,NA,NA,144,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2009,14,0.00370488848427455,0.00363845150907534,NA,NA,144,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2009,15,0.0161366722066541,0.00854028968203446,NA,NA,144,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2010,1,0.053575362427353,0.100263293598912,NA,NA,107,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2010,2,0.0150266690870845,0.0199606827086924,NA,NA,107,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2010,3,0.0340086888843855,0.0349258936889505,NA,NA,107,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2010,4,0.452057268537469,0.319612447083056,NA,NA,107,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2010,5,0.186210191069064,0.259032524827506,NA,NA,107,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2010,6,0.0522927082712967,0.071920079776875,NA,NA,107,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2010,7,0.0417726705314405,0.0477668931402002,NA,NA,107,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2010,8,0.0427306554308479,0.0497168205800006,NA,NA,107,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2010,9,0.0428271124932215,0.0396325311726601,NA,NA,107,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2010,10,0.0293375092679994,0.0278518983983452,NA,NA,107,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2010,11,0.0249688016547154,0.0139464195383183,NA,NA,107,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2010,12,0.00908623255238896,0.00562281442934652,NA,NA,107,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2010,13,0.00542769716887885,0.00265735776214991,NA,NA,107,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2010,14,0.00321258092171091,0.00252918886952064,NA,NA,107,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2010,15,0.00746585170214391,0.00456115442546598,NA,NA,107,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2011,1,0.187591929923022,0.142547032179601,NA,NA,165,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2011,2,0.0197721307966658,0.0112863541250767,NA,NA,165,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2011,3,0.0497246688378703,0.091436240333434,NA,NA,165,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2011,4,0.0618895166466784,0.0889317952613445,NA,NA,165,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2011,5,0.312575747720349,0.323741423043965,NA,NA,165,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2011,6,0.151403621057485,0.171910130078713,NA,NA,165,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2011,7,0.0428071045559249,0.0463512183728562,NA,NA,165,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2011,8,0.0232908793047838,0.0304533515306696,NA,NA,165,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2011,9,0.0353540732960209,0.0312931789510396,NA,NA,165,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2011,10,0.0348739974059712,0.0247961020128593,NA,NA,165,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2011,11,0.0296358066356851,0.0181105894070085,NA,NA,165,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2011,12,0.0227295265150774,0.00910632155287195,NA,NA,165,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2011,13,0.00992892070550299,0.00367144451522152,NA,NA,165,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2011,14,0.00469815615031732,0.00173513706736834,NA,NA,165,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2011,15,0.0137239204486457,0.00462968156796988,NA,NA,165,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2012,1,0.12987516501579,0.0956916391693273,NA,NA,107,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2012,2,0.020900940137541,0.0211288475646245,NA,NA,107,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2012,3,0.049400305918506,0.0733476931648774,NA,NA,107,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2012,4,0.425415301898748,0.33028995555991,NA,NA,107,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2012,5,0.0965613128281085,0.152581911809458,NA,NA,107,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2012,6,0.144581911594775,0.195422319499607,NA,NA,107,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2012,7,0.0459115178890012,0.0683836503265916,NA,NA,107,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2012,8,0.0171958012867076,0.0169900426632105,NA,NA,107,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2012,9,0.0114760137457353,0.0111536452832137,NA,NA,107,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2012,10,0.0157601467224382,0.0116283340247959,NA,NA,107,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2012,11,0.0126754977026057,0.00917190922235635,NA,NA,107,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2012,12,0.010964986003996,0.00690727374852806,NA,NA,107,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2012,13,0.00944883770168442,0.00347385332042507,NA,NA,107,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2012,14,0.00339485348284662,0.00140066990632564,NA,NA,107,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2012,15,0.00643740807151675,0.00242825473674926,NA,NA,107,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2013,1,0.113534649563574,0.171389795717399,NA,NA,66,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2013,2,0.0120771380766929,0.00975976386970555,NA,NA,66,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2013,3,0.0246650196788055,0.029358829316221,NA,NA,66,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2013,4,0.10261125345957,0.113200737118772,NA,NA,66,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2013,5,0.49516605977719,0.410071498586673,NA,NA,66,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2013,6,0.111709494121151,0.129669092533325,NA,NA,66,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2013,7,0.0681141498618779,0.0913082444725866,NA,NA,66,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2013,8,0.0238290665888776,0.0246735218198226,NA,NA,66,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2013,9,0.00807035381415423,0.00555705532107743,NA,NA,66,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2013,10,0.00721178250621797,0.00360454449680467,NA,NA,66,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2013,11,0.00947100116918204,0.00379418054898091,NA,NA,66,"composition","custom RTMB","base coefficients"
"age_composition","BTS",2013,12,0.00718066056473095,0.00298791985826448,NA,NA,66,"composition","custom RTMB","base coefficients"
