"data_type","fleet","year","age",".truth",".pred","uncertainty","uncertainty_scale","sample_size","distribution","engine","model"
"catch","fishery",1964,NA,174.792,175.38464772413,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",1965,NA,230.551,231.393842451906,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",1966,NA,261.678,262.947695655971,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",1967,NA,550.362,551.598528861299,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",1968,NA,702.181,704.103348612259,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",1969,NA,862.789,865.385737422259,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",1970,NA,1256.565,1255.621307505,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",1971,NA,1743.763,1732.42573366486,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",1972,NA,1874.534,1861.59839040418,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",1973,NA,1758.919,1750.04409129275,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",1974,NA,1588.39,1586.05014934145,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",1975,NA,1356.736,1355.30400252791,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",1976,NA,1177.822,1178.07118900823,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",1977,NA,978.37,978.341517766651,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",1978,NA,979.431,978.912715294671,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",1979,NA,935.714,935.697028766903,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",1980,NA,958.28,959.691391581659,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",1981,NA,973.502,975.67456273731,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",1982,NA,955.964,953.188232577123,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",1983,NA,981.45,975.796982343639,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",1984,NA,1092.055,1086.18631881548,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",1985,NA,1139.676,1130.60070674153,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",1986,NA,1141.993,1130.96591182254,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",1987,NA,859.416,852.965013919292,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",1988,NA,1228.721,1214.97371051629,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",1989,NA,1229.6,1214.52091561062,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",1990,NA,1455.193,1436.85974372654,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",1991,NA,1195.66393,1183.93049133276,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",1992,NA,1390.30916,1388.96456621159,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",1993,NA,1326.60896,1338.5521171167,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",1994,NA,1329.37306,1339.21747001518,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",1995,NA,1264.24689,1277.88618440892,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",1996,NA,1192.78109,1208.89586821773,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",1997,NA,1124.43305,1128.54941477373,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",1998,NA,1102.15914,1088.44081804988,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",1999,NA,989.68031,975.532221926924,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",2000,NA,1132.70985,1121.29574377242,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",2001,NA,1387.19702,1388.4078718408,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",2002,NA,1480.77611,1486.69990086838,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",2003,NA,1490.779227,1496.27478083447,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",2004,NA,1480.551669,1490.49484331584,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",2005,NA,1483.021809,1499.81609103474,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",2006,NA,1488.031045,1479.72249262063,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",2007,NA,1354.501789,1317.95505984731,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",2008,NA,990.578068,965.720242183373,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",2009,NA,810.784346,792.316348093176,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",2010,NA,810.1859078,794.782052334423,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",2011,NA,1199.040625,1189.23819366954,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",2012,NA,1205.221865,1191.84508176733,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",2013,NA,1270.770468,1238.59359531577,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",2014,NA,1297.422339,1284.97047165835,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",2015,NA,1321.583785,1365.47793512239,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",2016,NA,1352.680796,1428.55589302299,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",2017,NA,1359.182092,1436.39000451929,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",2018,NA,1379.287269,1416.53841205485,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",2019,NA,1409.337138,1452.01031803583,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",2020,NA,1367.22904,1376.79164864518,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",2021,NA,1376.257582,1378.96898958306,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",2022,NA,1105.418688,1105.14044330952,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",2023,NA,1310.7156,1311.61846803477,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"catch","fishery",2024,NA,1300,1297.81050098509,NA,NA,NA,"lognormal","custom RTMB","base coefficients"
"age_composition","fishery",1964,1,0.025321,0.0248384339388645,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1964,2,0.105571,0.107915714310444,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1964,3,0.165563,0.26046465466615,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1964,4,0.193611,0.209262982622868,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1964,5,0.095442,0.0987949558915757,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1964,6,0.268407,0.145587178444453,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1964,7,0.120764,0.0621681751009967,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1964,8,0.025321,0.0182998174353821,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1964,9,0,0.0108615715081941,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1964,10,0,0.0105502603289652,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1964,11,0,0.0102931395493837,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1964,12,0,0.010268312978396,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1964,13,0,0.0102483008675761,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1964,14,0,0.0102316766080036,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1964,15,0,0.0102148257487462,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1965,1,0.01417,0.0561134186434459,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1965,2,0.015327,0.0595532885117225,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1965,3,0.204164,0.182831758698045,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1965,4,0.550318,0.470077861877215,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1965,5,0.13476,0.0839533382166224,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1965,6,0.033545,0.0204173430772293,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1965,7,0.032389,0.060562421132589,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1965,8,0.015327,0.0259630147886444,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1965,9,0,0.00778774708833487,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1965,10,0,0.00472706030730316,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1965,11,0,0.00465022293369748,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1965,12,0,0.00469159761463896,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1965,13,0,0.00468028170070748,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1965,14,0,0.00467116021052109,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1965,15,0,0.00931948519928315,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1966,1,0.028428,0.033835718597368,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1966,2,0.168302,0.169325435128843,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1966,3,0.057358,0.131822207920608,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1966,4,0.420126,0.360883425892949,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1966,5,0.264906,0.21297346473501,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1966,6,0.024151,0.018824388463961,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1966,7,0.026415,0.00948866156855303,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1966,8,0.010314,0.0286922682986097,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1966,9,0,0.0127333281785475,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1966,10,0,0.00395383759895484,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1966,11,0,0.00245054161806588,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1966,12,0,0.00249283311572875,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1966,13,0,0.0025150127351307,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1966,14,0,0.00250894664208843,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1966,15,0,0.00749992950558342,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1967,1,0.00946700946700947,0.047792829199019,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1967,2,0.11017811017811,0.105902368549095,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1967,3,0.577515577515577,0.418279923941875,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1967,4,0.0876920876920877,0.185444851808866,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1967,5,0.16000016000016,0.150814801671501,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1967,6,0.037988037988038,0.0464241698732585,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1967,7,0.0114790114790115,0.00894058162705695,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1967,8,0.00568000568000568,0.00455044139362365,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1967,9,0,0.0141450821596103,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1967,10,0,0.00644718815191235,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1967,11,0,0.00203702776980262,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1967,12,0,0.00129360800611001,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1967,13,0,0.0013159331196946,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1967,14,0,0.00132764144287479,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1967,15,0,0.00528355128569939,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1968,1,0.032939,0.0367328213673205,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1968,2,0.178617,0.151177218998696,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1968,3,0.140218,0.229274621021026,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1968,4,0.468517,0.431924050172841,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1968,5,0.10737,0.0755915027325461,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1968,6,0.030573,0.0323077255084485,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1968,7,0.036579,0.0213199470115694,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1968,8,0.005187,0.00411136634032113,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1968,9,0,0.00212709630029131,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1968,10,0,0.0067697505882377,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1968,11,0,0.00312646435746505,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1968,12,0,0.00100196739545313,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1968,13,0,0.000636296207559776,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1968,14,0,0.000647277420601221,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1968,15,0,0.00325189457762275,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1969,1,0.0146780146780147,0.0419279344039667,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1969,2,0.0797660797660798,0.119733794301371,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1969,3,0.459233459233459,0.37363544000782,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1969,4,0.315684315684316,0.233826851624684,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1969,5,0.108430108430108,0.171509498754932,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1969,6,0.0023050023050023,0.020105780039642,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1969,7,0.0121420121420121,0.0165723708019092,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1969,8,0.00776100776100776,0.0110129507015724,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1969,9,0,0.00215962623131319,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1969,10,0,0.00113700972973653,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1969,11,0,0.00365879857514394,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1969,12,0,0.00170324442156557,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1969,13,0,0.000545854736140293,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1969,14,0,0.000346643314004781,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1969,15,0,0.00212420235619906,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1970,1,0.156762,0.0452961394894215,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1970,2,0.238147,0.160523540747144,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1970,3,0.374263,0.308368109374991,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1970,4,0.176699,0.279301451408425,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1970,5,0.034247,0.107039436835376,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1970,6,0.011143,0.0625686385050897,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1970,7,0.005571,0.0123224529701745,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1970,8,0.003168,0.0102497941811318,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1970,9,0,0.00686960891870078,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1970,10,0,0.001365113620583,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1970,11,0,0.00072717541842218,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1970,12,0,0.00234431348249584,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1970,13,0,0.00109132513841785,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1970,14,0,0.000349747216507418,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1970,15,0,0.00158315269312071,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1971,1,0.165462,0.0289968175702286,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1971,2,0.049415,0.153092621967612,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1971,3,0.27603,0.334076278897415,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1971,4,0.185287,0.213132927942386,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1971,5,0.274689,0.167805173000757,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1971,6,0.026683,0.0439120407971172,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1971,7,0.017515,0.037260753109962,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1971,8,0.004919,0.00731219151909067,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1971,9,0,0.00603379529686185,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1971,10,0,0.0040380358344284,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1971,11,0,0.000804496094711027,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1971,12,0,0.000421684665038142,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1971,13,0,0.0013594533321212,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1971,14,0,0.000632852904241405,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1971,15,0,0.00112087706802897,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1972,1,0.0314280314280314,0.0202012952408207,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1972,2,0.151596151596152,0.121068857106787,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1972,3,0.34971534971535,0.345997964405369,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1972,4,0.28007928007928,0.259719495469574,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1972,5,0.117347117347117,0.128273957757199,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1972,6,0.046028046028046,0.0678751921024672,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1972,7,0.0174710174710175,0.0246855877339875,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1972,8,0.00633500633500634,0.0207317024854703,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1972,9,0,0.00394487714573108,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1972,10,0,0.00319697253388074,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1972,11,0,0.00210645226151335,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1972,12,0,0.000407432380204396,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1972,13,0,0.000213559752373809,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1972,14,0,0.000688487253728548,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1972,15,0,0.000888166370894024,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1973,1,0.011128983306525,0.0441595280181933,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1973,2,0.100337849493226,0.134241734934683,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1973,3,0.121465817801273,0.263414860811218,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1973,4,0.264053603919594,0.262538141243053,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1973,5,0.202122696815955,0.156882347064245,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1973,6,0.138069792895311,0.0636822607789365,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1973,7,0.0768218847671728,0.0414433725883934,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1973,8,0.0556429165356252,0.014968727498215,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1973,9,0.0249719625420562,0.0122148073414522,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1973,10,0.00449799325301012,0.00226431473365399,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1973,11,0.000565999151001274,0.00180156837208716,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1973,12,0.000149999775000337,0.00116886675068244,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1973,13,3.24999512500731e-05,0.000226083529673814,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1973,14,0.00013799979300031,0.000118503940675297,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1973,15,0,0.000874882394837793,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1974,1,0.0242470242470242,0.0259938579770208,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1974,2,0.527279527279527,0.352982254105544,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1974,3,0.194871194871195,0.241683436255296,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1974,4,0.0554270554270554,0.145213524873197,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1974,5,0.0744530744530744,0.113932446499529,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1974,6,0.0401920401920402,0.0588332850383912,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1974,7,0.0257450257450257,0.0280509759271449,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1974,8,0.0216900216900217,0.0185059969223048,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1974,9,0.0212890212890213,0.00662788175903318,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1974,10,0.00895400895400895,0.00536852031224423,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1974,11,0.00363800363800364,0.000984945547168006,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1974,12,0.00095000095000095,0.000783796664840518,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1974,13,0.000948000948000948,0.000508531274761715,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1974,14,0.000169000169000169,9.83606946476382e-05,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1974,15,0.000147000147000147,0.000432186148878303,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1975,1,0.00854299658280137,0.0156626540775562,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1975,2,0.150287939884824,0.191612616875291,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1975,3,0.691842723262911,0.552916625737963,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1975,4,0.0531849787260085,0.0979670693195367,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1975,5,0.0141489943404023,0.0531665736096298,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1975,6,0.0265729893708043,0.0394354710281498,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1975,7,0.0254519898192041,0.0240924030099611,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1975,8,0.0138689944524022,0.0115475622288524,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1975,9,0.00816199673520131,0.00756099729932989,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1975,10,0.00574699770120092,0.00269420827565654,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1975,11,0.00142099943160023,0.00218302176761493,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1975,12,0.00056199977520009,0.000407191869755137,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1975,13,9.03999638400145e-05,0.000324033780732258,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1975,14,0.000115999953600019,0.000210234770028221,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1975,15,0,0.000219336349942566,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1976,1,0.0001999998000002,0.0107362382594108,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1976,2,0.12016187983812,0.162254632465462,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1976,3,0.454615545384455,0.425161563014569,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1976,4,0.305985694014306,0.279829165066068,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1976,5,0.0301519698480302,0.0466194873793965,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1976,6,0.0139159860840139,0.0258587031431574,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1976,7,0.0192789807210193,0.0221564713498395,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1976,8,0.0223629776370224,0.013510225177044,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1976,9,0.0173959826040174,0.00641469395887169,NA,NA,10,"composition","custom RTMB","base coefficients"
"age_composition","fishery",1976,10,0.00857199142800857,0.00415305469187128,NA,NA,10,"composition","custom RTMB","base coefficients"
