"fleet","residuals","mean","sdnr","lower_2.5_pct","upper_97.5_pct"
"ATS",234,0.06515864475553,0.813996256173632,-1.81005276396816,1.6590041703689
"BTS",588,-0.0661050038258704,0.976371293504198,-1.99653572714657,1.75494976384758
"Fishery",840,-0.0627022572008425,0.865722950123538,-1.92284559860526,1.61047270066119
