"term","estimate","std.error","gradient","estimation_type","module","year","age","engine","model","statistic","p.value"
"sel_coff_dev.244",0.0326872996119715,0.342310325568799,2.26755926763939e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.0954902530551972,0.923925431818574
"sel_coff_dev.245",0.033104987581829,0.295909040861285,-3.04839892847492e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.111875552992474,0.910922080779624
"sel_coff_dev.246",0.047568445600485,0.278964260880181,6.07678752281848e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.170518063677398,0.864602729631262
"sel_coff_dev.247",0.0378199682414128,0.276414773444156,-7.77711481086962e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.136823252137258,0.891170503940242
"sel_coff_dev.248",0.0353570166561997,0.277189322343104,7.41313532601207e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.127555478534757,0.898500766208141
"sel_coff_dev.249",0.0339787593932384,0.279266885950355,-4.45162809183108e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.121671279706534,0.90315935968453
"sel_coff_dev.250",0.0342690120299964,0.281437617597428,2.04165023016817e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.121764149094721,0.903085807501763
"sel_coff_dev.251",0.0342479977089983,0.275355534453592,-8.71291511002348e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.124377371883805,0.901016488836695
"sel_coff_dev.252",-0.126492051362182,0.418996885343428,-1.18124308157164e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.301892581512877,0.762733951172303
"sel_coff_dev.253",0.0411664917278246,0.394943131825417,7.73745437693263e-07,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.104233972971132,0.916983674269646
"sel_coff_dev.254",0.130366175571273,0.367873986057364,-6.03054261949509e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.354377260997586,0.723056173388136
"sel_coff_dev.255",-0.0935288823754679,0.356439197456479,2.86022160483901e-07,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.262397859278335,0.793014722927167
"sel_coff_dev.256",-0.241734420126921,0.347278704711673,2.30099027851427e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.696081898622664,0.486377541875693
"sel_coff_dev.257",0.0583448855788114,0.294715076821271,-2.37442722431092e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.197970481212247,0.843068159200676
"sel_coff_dev.258",0.0535586956021563,0.275415377404131,1.80434858998435e-08,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.194465160612898,0.845811672771174
"sel_coff_dev.259",0.0505789773995285,0.275105744260537,-9.62626083458873e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.183852858236315,0.85412888796904
"sel_coff_dev.260",0.0344606836794131,0.276504783639171,2.00211500983594e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.124629611198275,0.90081678481428
"sel_coff_dev.261",0.0321103744664292,0.27882723955654,1.4128806546887e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.115162257882333,0.908316513435973
"sel_coff_dev.262",0.0313006906660042,0.281048286125547,3.8307219266398e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.111371220573897,0.911321980716489
"sel_coff_dev.263",0.0298683791731304,0.274927681942956,-3.46703857433128e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.108640857705001,0.913487352769258
"sel_coff_dev.264",-0.133572958942962,0.419668051517658,-1.15780686815725e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.318282410252384,0.750270725688684
"sel_coff_dev.265",-0.0373617321406368,0.397198932761306,9.74255679866975e-07,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.0940630224781823,0.925059093891003
"sel_coff_dev.266",0.060735029266773,0.369073154681052,-4.51617124561099e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.164560950847968,0.86928956880971
"sel_coff_dev.267",0.162761433959311,0.354327799415381,3.72493065836643e-08,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.459352707373955,0.645980903723491
"sel_coff_dev.268",-0.0263456946832465,0.354929324278943,2.36991705475642e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.0742280022558551,0.940828964728739
"sel_coff_dev.269",-0.0743158865564621,0.331764144380869,-2.37139776863016e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.224002164836555,0.822755618739847
"sel_coff_dev.270",0.0179305219628786,0.292918696905253,3.65749949657324e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.0612133064646205,0.951189332580222
"sel_coff_dev.271",-0.0139674342987426,0.275184034176207,-1.32290173637632e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.0507567030207827,0.959519392361279
"sel_coff_dev.272",0.0112682028315569,0.275960389296084,4.86669651232965e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.0408326820392582,0.967429284578082
"sel_coff_dev.273",0.00862706332284284,0.2782212426889,1.49839419086133e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.031007924626695,0.97526321977486
"sel_coff_dev.274",0.010177402611683,0.280551756704665,-7.0815567593599e-07,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.0362763816959332,0.971061982217699
"sel_coff_dev.275",0.0140640526670041,0.274493784701479,-4.89368461280976e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.0512363246486589,0.95913720696044
"sel_coff_dev.276",-0.132891876380265,0.419825631012235,-1.12795848883351e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.31654064583873,0.751592179000695
"sel_coff_dev.277",-0.0834725670351014,0.400831228915277,1.19356207520238e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.208248661814583,0.835034814728747
"sel_coff_dev.278",0.109259577431378,0.371305136793886,-4.14698278852765e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.294258189840311,0.768560618681735
"sel_coff_dev.279",-0.104332826084137,0.358117390657165,-3.7754894260944e-07,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.291336943711893,0.770793635258268
"sel_coff_dev.280",0.0199006289361197,0.353741207407118,2.32028640333864e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.0562575931766304,0.955136601044458
"sel_coff_dev.281",-0.0479480493105368,0.355578211169017,-2.35902399706028e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.134845296490188,0.892734191453012
"sel_coff_dev.282",-0.0975856693804951,0.335225435167871,2.64546182618397e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.291104609444767,0.770971314696202
"sel_coff_dev.283",0.105230950543904,0.293175249509595,-7.27616907592044e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.358935315037432,0.71964348001606
"sel_coff_dev.284",0.0993354430893244,0.276336414589889,4.95011610146534e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.359472866566458,0.719241372514049
"sel_coff_dev.285",0.0665367185854438,0.277497297663782,9.74815916288119e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.239774293824152,0.810505236269949
"sel_coff_dev.286",0.0416877183449894,0.279933835616848,-1.34731700097979e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.148919898350724,0.881616839680467
"sel_coff_dev.287",0.0242799512593746,0.274123506823823,-3.87394693340121e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.0885730360766877,0.929421237933345
"sel_coff_dev.288",-0.164937182961057,0.419780825551997,-1.23011265446005e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.392912617540762,0.69438402207661
"sel_coff_dev.289",-0.122328470158723,0.40255041945447,1.15119421043031e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.303883598791178,0.761216573540006
"sel_coff_dev.290",0.43412025298461,0.373701530239522,-2.95357497037685e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",1.16167641247378,0.245366930408693
"sel_coff_dev.291",0.0264041664208115,0.361054827334174,-6.38422732658628e-07,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.0731306284304935,0.941702168941816
"sel_coff_dev.292",0.0903854720204889,0.354112176795135,2.3579372391308e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.255245309095315,0.798533638100337
"sel_coff_dev.293",-0.0558371921665732,0.354104171713818,-2.34733792002506e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.15768577900771,0.874704406997622
"sel_coff_dev.294",0.116938936281161,0.336604182605598,4.13771280224906e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.347407852677157,0.728284934720904
"sel_coff_dev.295",-0.084304504936464,0.293483453988489,-3.30714773899565e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.287254711605549,0.773917296837712
"sel_coff_dev.296",-0.0798499818324194,0.276920887951433,4.21240989625926e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.288349435909738,0.773079268916932
"sel_coff_dev.297",-0.0805029181889607,0.276015366162616,7.19868358506348e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.291661001733983,0.770545829452521
"sel_coff_dev.298",-0.0502880692461365,0.279589514812845,-8.8700509427303e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.179863931162794,0.857259392111
"sel_coff_dev.299",-0.0298005082167363,0.273793860267289,1.93315355750956e-07,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.108842865167407,0.91332712427449
"sel_coff_dev.300",-0.130633332920835,0.419566903679158,-1.31770664141273e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.311352806370852,0.755532427081786
"sel_coff_dev.301",-0.0813983022457286,0.402117926963198,1.11814539202615e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.202423957719195,0.839585300509928
"sel_coff_dev.302",-0.393992807623161,0.382098720750222,-2.77091219968995e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-1.0311283085418,0.302480654254135
"sel_coff_dev.303",0.13827657345515,0.365817896886794,-1.35847352583651e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.37799291568816,0.705435856709974
"sel_coff_dev.304",0.0257732321251654,0.354212727150116,2.25377684945766e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.0727620160137347,0.941995497631982
"sel_coff_dev.305",0.058401184109603,0.352919230777676,-2.16192434394219e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.165480311120799,0.86856594563402
"sel_coff_dev.306",0.128710372302708,0.297697513848992,1.14367111710423e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.432352862604007,0.665484972026269
"sel_coff_dev.307",0.102000417046889,0.277100902675036,-9.0115375640798e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.368098465440611,0.712799815087018
"sel_coff_dev.308",0.0276458713659265,0.275100652454446,8.55758837651349e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.10049365975424,0.919952416141368
"sel_coff_dev.309",0.0618262941488955,0.275912637631891,9.9284795893051e-07,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.224079240007053,0.822695645844567
"sel_coff_dev.310",0.0426845810688238,0.278146739794679,-1.17837856442454e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.153460655696819,0.87803501494781
"sel_coff_dev.311",0.0207059171665645,0.273163128633188,3.21859762268673e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.0758005565032499,0.939577773375029
"sel_coff_dev.312",-0.124405669164644,0.419251633796008,-1.29371713311621e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.296732699735108,0.766670590028002
"sel_coff_dev.313",-0.0557768273037497,0.399853956354457,1.16507293829171e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.139492998424418,0.8890605882982
"sel_coff_dev.314",-0.345445186411834,0.38269432350529,-2.26232568389939e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.902666084115716,0.366703141895946
"sel_coff_dev.315",0.0269560047269023,0.370407398096055,-2.185120477248e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.0727739371985005,0.941986011052555
"sel_coff_dev.316",0.147921929123943,0.352804085550425,1.78698530519661e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.419274989101002,0.675015173134296
"sel_coff_dev.317",0.0587449045231588,0.349083782948459,-2.19465623788745e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.168283109650592,0.86636056091487
"sel_coff_dev.318",-0.0414225851069892,0.327187534157491,2.42692061111771e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.126601966097677,0.899255440743879
"sel_coff_dev.319",0.0493069073638634,0.289465522151493,-1.81697772235895e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.170337755589622,0.864744520440408
"sel_coff_dev.320",0.0597600431557065,0.280366889042133,1.43153115222533e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.213149432017009,0.83121040925385
"sel_coff_dev.321",-0.00339226112532142,0.292467949026763,-9.99287058203822e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.0115987448765232,0.99074574803591
"sel_coff_dev.322",0.132365745008268,0.297716469383726,-1.0216369749072e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.444603368037602,0.656606413073819
"sel_coff_dev.323",0.0953869952106945,0.271742291793961,-7.47433172243461e-07,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.351020058677574,0.725573300076868
"sel_coff_dev.324",-0.056205552197567,0.418125589118166,-1.20316895317607e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.134422655920451,0.89306836738179
"sel_coff_dev.325",-0.0212035440776818,0.391630005730359,1.30586929870252e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.0541417760831142,0.956822208538347
"sel_coff_dev.326",-0.359350202233404,0.374890926701723,-1.98193340816832e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.958546010688907,0.337787501995187
"sel_coff_dev.327",-0.294557533374311,0.358234974297941,-1.73684797855067e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.822246722145365,0.410936492337864
"sel_coff_dev.328",-0.188346236276093,0.348479524567726,1.5358655711617e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.540480065535353,0.588866004876074
"sel_coff_dev.329",-0.0590341147921357,0.323066426529189,-2.48314953755491e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.182730577814473,0.85500942206878
"sel_coff_dev.330",0.134560815185586,0.32336216924013,2.47868681224062e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.416130357802184,0.677314616766682
"sel_coff_dev.331",-0.0405625033665034,0.292402432596689,-8.90312689218187e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.138721497650641,0.889670229679367
"sel_coff_dev.332",0.143571543131141,0.277393706151516,6.06883547688009e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.517573181897357,0.604756097020847
"sel_coff_dev.333",0.0752613358778868,0.295880523382851,-8.42531661346402e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.254363940611607,0.799214406196137
"sel_coff_dev.334",0.339405727420158,0.298499452041304,5.32172416078946e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",1.13703970007018,0.255521689781738
"sel_coff_dev.335",0.326460264702923,0.264980968193519,-5.76006355290648e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",1.23201400813248,0.217943851427355
"sel_coff_dev.336",-0.127489388657878,0.415306334375869,-1.31066817110614e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.306976749703257,0.758861069405936
"sel_coff_dev.337",-0.0596460990132986,0.334401073411476,1.88620543543905e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.178366948421559,0.858434804391485
"sel_coff_dev.338",0.514006402895357,0.306305764731436,1.2381998608646e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",1.67808269408847,0.0933309566783663
"sel_coff_dev.339",-0.243899369911647,0.31570954227561,-1.58677552064557e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.772543547951192,0.439792564905219
"sel_coff_dev.340",-0.333296492422307,0.317955676264508,9.18861797505333e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-1.04824828522651,0.294524229341783
"sel_coff_dev.341",-0.0489103464732861,0.31251885396683,-2.31737945157184e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.156503666426722,0.875636029464561
"sel_coff_dev.342",-0.0576340265219839,0.29245403965114,2.27568729552902e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.197070372461717,0.84377246810562
"sel_coff_dev.343",0.20537669741852,0.287028350717024,-8.84624821284596e-07,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.715527566895292,0.474283113103568
"sel_coff_dev.344",0.0922391150498675,0.280166110337979,-4.58498887523362e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.329230094741275,0.741981777423849
"sel_coff_dev.345",0.218598691625085,0.287783013230707,-4.67752819571787e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.759595534048566,0.447496389455275
"sel_coff_dev.346",-0.113939273329293,0.288212956192849,7.17349264697797e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.395330157375207,0.692599245869182
"sel_coff_dev.347",-0.0454059106591384,0.260701268409239,-6.02500877874834e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.174168353442232,0.861733155679312
"sel_coff_dev.348",-0.117160489493535,0.414694404819737,-1.5598606726841e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.282522474699082,0.777542915881307
"sel_coff_dev.349",-0.473413921711432,0.352133733178227,1.29420693406601e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-1.34441513864229,0.178814181135364
"sel_coff_dev.350",-0.0338514875321127,0.273599244336779,9.74414810907265e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.123726538843961,0.90153179814976
"sel_coff_dev.351",0.810044357962267,0.280037441128917,-3.35406427831586e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",2.89262876669894,0.00382032547373751
"sel_coff_dev.352",0.0250574319625766,0.305947499892013,5.90888330482403e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.0819010842429531,0.934725372236638
"sel_coff_dev.353",0.0312885780135272,0.32381349492503,-2.35011200343804e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.0966253059365891,0.923023959292819
"sel_coff_dev.354",0.076315178342229,0.323687273424702,2.04312560948272e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.235768238691602,0.813612515285409
"sel_coff_dev.355",-0.00576385229497098,0.290378814638005,1.57582619253124e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.0198494242844691,0.98416349075926
"sel_coff_dev.356",-0.0257529931679326,0.280454051004015,-6.58442420581329e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.091826069460355,0.926836231128945
"sel_coff_dev.357",-0.0648504140391871,0.279099256212601,-5.94574935466885e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.232356097680848,0.81626144478561
"sel_coff_dev.358",-0.14662174953476,0.30116249269001,4.10940141248872e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.48685262306445,0.626362775206348
"sel_coff_dev.359",-0.07529063850667,0.273824643553993,-2.11850350331777e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.27495932261416,0.783347490015744
"sel_coff_dev.360",-0.0146660423956878,0.416609115601831,-1.70988942389816e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.03520336412827,0.971917579709037
"sel_coff_dev.361",0.0123047495186095,0.358116606847602,1.14108101485766e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.0343596171842593,0.972590385261874
"sel_coff_dev.362",-0.774847888038518,0.308713102914603,7.89059255246194e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-2.50992873552523,0.0120755528641711
"sel_coff_dev.363",-0.30630243229834,0.265566697479507,-4.90218870496939e-07,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-1.15339172872749,0.248749634901563
"sel_coff_dev.364",0.904338749323881,0.265232438448727,7.62121961761508e-07,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",3.40960839712184,0.000650562191183343
"sel_coff_dev.365",0.276892569429269,0.306753366361883,-2.24196481062311e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.902655357016075,0.366708836867918
"sel_coff_dev.366",0.0223666647507086,0.31544267156329,1.95282421064022e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.0709056407614816,0.943472853999388
"sel_coff_dev.367",-0.0276431842293122,0.28305127838915,6.19567828716999e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.0976614003887567,0.922201167011924
"sel_coff_dev.368",-0.0423928597436163,0.269005282348106,-6.32695767836811e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.157591179524712,0.874778954438484
"sel_coff_dev.369",-0.015316305838394,0.27273772772693,-1.07556498735069e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.0561576352712338,0.955216230028709
"sel_coff_dev.370",0.0182467167529833,0.287047313861628,6.49880619196103e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.0635669308571868,0.949315063820132
"sel_coff_dev.371",-0.0529807372315847,0.278217972287807,-3.14158165273803e-07,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.190428881340483,0.84897306769309
"sel_coff_dev.372",0.00899751363091185,0.416951936833929,-1.82779426310953e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.021579258509346,0.982783578991241
"sel_coff_dev.373",0.191685478226037,0.367922534116318,5.54621168269431e-07,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.520994123631026,0.6023708649854
"sel_coff_dev.374",-0.292299933664979,0.322145620019449,4.53688700552402e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.907353431182247,0.364219927332121
"sel_coff_dev.375",-0.693106281808346,0.292295811568482,-4.98462643450104e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-2.37124944791061,0.017728061816738
"sel_coff_dev.376",-0.373244969282795,0.266245243764898,1.39050406351426e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-1.40188408252799,0.160949864439599
"sel_coff_dev.377",0.451498380271982,0.266168439760188,-2.63963591808913e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",1.69628818758066,0.0898313164159465
"sel_coff_dev.378",0.173927910137933,0.278178949278745,1.20411574786594e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.625237497621186,0.531815194768225
"sel_coff_dev.379",0.172809069341906,0.270757964122218,1.22114353512393e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.638241870011627,0.523316245522346
"sel_coff_dev.380",0.133287953299542,0.271403304171557,-3.34466567419867e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.491106597638505,0.623351055388137
"sel_coff_dev.381",0.109112637525877,0.272452682991864,-1.3432763219523e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.400482888726535,0.688800884142333
"sel_coff_dev.382",0.0753545955092726,0.274779945472312,3.08419486400036e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.274236154242434,0.783903145651696
"sel_coff_dev.383",0.0419776468126574,0.268145315822106,3.65287226569699e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.156548126466272,0.875600987397099
"sel_coff_dev.384",-0.0093570606626574,0.417309027617757,-1.93694287466822e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.0224223777665989,0.982111029961548
"sel_coff_dev.385",0.506601765493602,0.372212910379027,3.31205489700892e-07,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",1.36105371782437,0.173496714203252
"sel_coff_dev.386",0.279300859297139,0.334888513097296,-4.35383616936846e-07,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.834011464633286,0.404274523436956
"sel_coff_dev.387",-0.784364491155729,0.305470875580242,-4.87060362308611e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-2.56772266641076,0.0102369020030112
"sel_coff_dev.388",-0.736533637047182,0.286637492395008,2.03443381467938e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-2.56956489150479,0.0101826319037232
"sel_coff_dev.389",-0.354522802614624,0.267384275409796,-1.96936119015723e-05,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-1.32589248964352,0.184875311035332
"sel_coff_dev.390",0.28060248993742,0.258476900066564,3.04908918913327e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",1.08559987320011,0.277656055916957
"sel_coff_dev.391",0.305972732020026,0.263909448610306,6.98972625445826e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",1.15938528776145,0.246299170987282
"sel_coff_dev.392",0.219291803850313,0.270161358055932,2.9452088181614e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.811706771939282,0.416959907639312
"sel_coff_dev.393",0.145436114815098,0.273713647050436,-9.65455681578575e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.531344039226145,0.595180392864059
"sel_coff_dev.394",0.088787713658857,0.275242228805872,-4.3958956452983e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.322580274269902,0.747013134596858
"sel_coff_dev.395",0.0587845124077393,0.267794983983832,7.32742658217378e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.219513119824859,0.826250360937909
"sel_coff_dev.396",-0.107512240087461,0.41767966960344,-1.9150853834693e-06,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",-0.257403574824548,0.79686724353055
"sel_coff_dev.397",0.331053581366121,0.362262125821265,2.34758937955881e-07,"fixed_effect",NA,NA,NA,"Rceattle","nonparametric_pm",0.91385093215474,0.360795179588599
