"term","estimate","std.error","gradient","estimation_type","module","year","age","engine","model","statistic","p.value"
"sel_devs_fsh[560]",-0.0325493898695581,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[561]",0.0989817620019094,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[562]",0.134703135210939,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[563]",0.0646705528820452,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[564]",-0.0213586734883822,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[565]",-0.256870139203441,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[566]",-0.108239066285191,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[567]",0.0552058833846682,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[568]",-0.000717701519075014,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[569]",-0.014425533345971,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[570]",0.0396518316967729,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[571]",0.0441552740182187,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[572]",-0.0216889959119174,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[573]",0.0024132429628789,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[574]",0.0613409354179837,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[575]",0.198681020240771,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[576]",0.0342180882578443,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[577]",0.107510159616098,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[578]",-0.0603644396184338,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[579]",0.141854402070575,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[580]",-0.0361144818303881,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[581]",-0.0602382951865128,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[582]",-0.0617328723547018,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[583]",0.0359241531708677,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[584]",-0.103268362917565,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[585]",0.268912730343246,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[586]",-0.397334633547564,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[587]",-0.172829420101949,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[588]",-0.215795024407468,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[589]",0.0748631475979653,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[590]",0.0249079802520989,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[591]",0.0116048913754456,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[592]",0.0207558661613413,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[593]",0.0176901973580063,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[594]",0.0293352675128981,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[595]",0.0765152154931167,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[596]",0.0509089121188988,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[597]",-0.0318374088534324,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[598]",-0.0305286455183059,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[599]",-0.0336933600394948,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[600]",0.0348214586623467,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[601]",0.0315790753873483,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[602]",0.0603241848371523,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[603]",0.0732486771126525,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[604]",0.0910907778032828,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[605]",0.103057785855528,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[606]",0.099583933984288,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[607]",0.0962975856166994,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[608]",0.0813651737174523,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[609]",0.0529059830950421,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[610]",0.036410830936165,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[611]",0.00858409302959078,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[612]",0.0143907596992424,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[613]",-0.0575410769107266,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[614]",0.00353416830227375,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[615]",0.0944788019526121,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[616]",0.395223174580391,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[617]",-0.0711208329220157,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[618]",-0.116600207430713,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[619]",-0.0305351015053556,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[620]",0.0443421334850307,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[621]",0.0500430426646728,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[622]",0.0321779375898697,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[623]",-0.0344870077991571,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[624]",-0.115485630984158,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[625]",-0.048974804134959,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[626]",0.0109045800447241,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[627]",-0.103043590252069,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[628]",-0.0936237016762536,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[629]",0.0361338053316863,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[630]",-0.0329681974957756,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[631]",0.0793987764319274,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[632]",0.122702847282282,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[633]",0.215955757542548,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[634]",0.143787257787886,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[635]",0.0122958923811931,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[636]",-0.00726336650007104,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[637]",0.0759895011804015,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[638]",0.107340092716602,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[639]",-0.0264966909338313,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[640]",-0.04197211628993,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[641]",-0.0505475480698837,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[642]",-0.0473471312226948,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[643]",-0.0860013222840759,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[644]",-0.228195797827976,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[645]",-0.102837846889625,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[646]",-0.0989743804740748,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[647]",-0.0202996504567169,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[648]",0.0290263312554396,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[649]",0.0954727737657413,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[650]",9.70748419031774e-07,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[651]",1.62887025704652e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[652]",1.42777443019365e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[653]",2.1548132453318e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[654]",5.28675264422297e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[655]",3.50897096579884e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[656]",-2.20701073020851e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[657]",-2.17697015871843e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[658]",-2.35269686577049e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[659]",2.35976861106432e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[660]",2.11343803194951e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[661]",4.03040411882523e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[662]",4.77260406536184e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[663]",5.84392579012872e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[664]",6.69817625636712e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[665]",6.82342833866573e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[666]",6.63042939002072e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[667]",5.67656913701792e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[668]",3.87866854431899e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[669]",2.73806943809576e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[670]",1.07847673565645e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[671]",7.52496917395699e-07,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[672]",-2.97819442203769e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[673]",-7.05349261554543e-07,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[674]",4.74169246869193e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[675]",2.54401254534231e-05,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[676]",-2.50151967631558e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[677]",-6.41909271934801e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[678]",-4.23767432995434e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[679]",9.05443783362318e-07,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[680]",2.19743816976582e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[681]",1.21152307130075e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[682]",-2.14381551190459e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[683]",-5.74094006868603e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[684]",-3.53881538935451e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[685]",-5.64129096315449e-07,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[686]",-5.09706299540313e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[687]",-4.53093538877995e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[688]",-9.54141551261138e-08,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[689]",-5.04365271264203e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[690]",5.24830671493866e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[691]",9.96044933399237e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[692]",1.60801953709159e-05,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[693]",8.17283381224931e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[694]",3.90330416111733e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[695]",-2.82937952875233e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[696]",7.19980285620741e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[697]",6.64337414755484e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[698]",-1.54324711712121e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[699]",-3.36449515622673e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[700]",-4.23599533206505e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[701]",-3.69629138000572e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[702]",-5.97810476710923e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[703]",-1.92806362785771e-05,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[704]",-1.49424640440262e-05,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[705]",-3.97960008634493e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[706]",1.77085412563146e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[707]",4.15314663973733e-06,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_fsh[708]",1.13397803700486e-05,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[1]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[2]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[3]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[4]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[5]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[6]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[7]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[8]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[9]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[10]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[11]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[12]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[13]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[14]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[15]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[16]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[17]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[18]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[19]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[20]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[21]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[22]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[23]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[24]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[25]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[26]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[27]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[28]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[29]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[30]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[31]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[32]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[33]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[34]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[35]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[36]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[37]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[38]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[39]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[40]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[41]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[42]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[43]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[44]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[45]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[46]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[47]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[48]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[49]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[50]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[51]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[52]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[53]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[54]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[55]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[56]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[57]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[58]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[59]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[60]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[61]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[62]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[63]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[64]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[65]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[66]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[67]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[68]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[69]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[70]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[71]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
"sel_devs_bts[72]",0,NA,NA,"fixed_input",NA,NA,NA,"custom RTMB","base coefficients",NA,NA
