spp_file,Alt,Year,variable,value
EBS_Pollock_2024,2,2032,C_sd,535.959
EBS_Pollock_2024,2,2033,C_lb,793.903
EBS_Pollock_2024,2,2033,C_ub,2542.24
EBS_Pollock_2024,2,2033,C_median,1557.52
EBS_Pollock_2024,2,2033,C_mean,1585.12
EBS_Pollock_2024,2,2033,C_sd,563.139
EBS_Pollock_2024,2,2034,C_lb,797.006
EBS_Pollock_2024,2,2034,C_ub,2555.83
EBS_Pollock_2024,2,2034,C_median,1530.24
EBS_Pollock_2024,2,2034,C_mean,1576.5
EBS_Pollock_2024,2,2034,C_sd,563.568
EBS_Pollock_2024,2,2035,C_lb,778.518
EBS_Pollock_2024,2,2035,C_ub,2545.88
EBS_Pollock_2024,2,2035,C_median,1550.2
EBS_Pollock_2024,2,2035,C_mean,1567.81
EBS_Pollock_2024,2,2035,C_sd,540.424
EBS_Pollock_2024,2,2036,C_lb,787.844
EBS_Pollock_2024,2,2036,C_ub,2490.29
EBS_Pollock_2024,2,2036,C_median,1539.42
EBS_Pollock_2024,2,2036,C_mean,1564.94
EBS_Pollock_2024,2,2036,C_sd,527.813
EBS_Pollock_2024,2,2037,C_lb,796.652
EBS_Pollock_2024,2,2037,C_ub,2466.21
EBS_Pollock_2024,2,2037,C_median,1503.82
EBS_Pollock_2024,2,2037,C_mean,1556.13
EBS_Pollock_2024,2,2037,C_sd,532.629
EBS_Pollock_2024,2,2038,C_lb,807.672
EBS_Pollock_2024,2,2038,C_ub,2566.75
EBS_Pollock_2024,2,2038,C_median,1519.01
EBS_Pollock_2024,2,2038,C_mean,1563.44
EBS_Pollock_2024,2,2038,C_sd,558.609
EBS_Pollock_2024,2,2025,SSB_lb,3268.53
EBS_Pollock_2024,2,2025,SSB_ub,3268.53
EBS_Pollock_2024,2,2025,SSB_median,3268.53
EBS_Pollock_2024,2,2025,SSB_mean,3268.53
EBS_Pollock_2024,2,2026,SSB_lb,2857.14
EBS_Pollock_2024,2,2026,SSB_ub,2857.14
EBS_Pollock_2024,2,2026,SSB_median,2857.14
EBS_Pollock_2024,2,2026,SSB_mean,2857.14
EBS_Pollock_2024,2,2027,SSB_lb,2567.99
EBS_Pollock_2024,2,2027,SSB_ub,2581.26
EBS_Pollock_2024,2,2027,SSB_median,2571.43
EBS_Pollock_2024,2,2027,SSB_mean,2572.68
EBS_Pollock_2024,2,2028,SSB_lb,2207.91
EBS_Pollock_2024,2,2028,SSB_ub,2702.19
EBS_Pollock_2024,2,2028,SSB_median,2328.34
EBS_Pollock_2024,2,2028,SSB_mean,2378.14
EBS_Pollock_2024,2,2029,SSB_lb,1879.37
EBS_Pollock_2024,2,2029,SSB_ub,3244.36
EBS_Pollock_2024,2,2029,SSB_median,2249.38
EBS_Pollock_2024,2,2029,SSB_mean,2360.82
EBS_Pollock_2024,2,2030,SSB_lb,1740.06
EBS_Pollock_2024,2,2030,SSB_ub,3483.29
EBS_Pollock_2024,2,2030,SSB_median,2281.28
EBS_Pollock_2024,2,2030,SSB_mean,2404.82
EBS_Pollock_2024,2,2031,SSB_lb,1733.06
EBS_Pollock_2024,2,2031,SSB_ub,3539.12
EBS_Pollock_2024,2,2031,SSB_median,2334.91
EBS_Pollock_2024,2,2031,SSB_mean,2445.99
EBS_Pollock_2024,2,2032,SSB_lb,1703.13
EBS_Pollock_2024,2,2032,SSB_ub,3642.79
EBS_Pollock_2024,2,2032,SSB_median,2379.61
EBS_Pollock_2024,2,2032,SSB_mean,2482.63
EBS_Pollock_2024,2,2033,SSB_lb,1712.76
EBS_Pollock_2024,2,2033,SSB_ub,3698.45
EBS_Pollock_2024,2,2033,SSB_median,2363.85
EBS_Pollock_2024,2,2033,SSB_mean,2502.79
EBS_Pollock_2024,2,2034,SSB_lb,1708.27
EBS_Pollock_2024,2,2034,SSB_ub,3694.48
EBS_Pollock_2024,2,2034,SSB_median,2350.83
EBS_Pollock_2024,2,2034,SSB_mean,2493.28
EBS_Pollock_2024,2,2035,SSB_lb,1697.41
EBS_Pollock_2024,2,2035,SSB_ub,3688.53
EBS_Pollock_2024,2,2035,SSB_median,2363.27
EBS_Pollock_2024,2,2035,SSB_mean,2487.82
EBS_Pollock_2024,2,2036,SSB_lb,1696.19
EBS_Pollock_2024,2,2036,SSB_ub,3655.31
EBS_Pollock_2024,2,2036,SSB_median,2344.16
EBS_Pollock_2024,2,2036,SSB_mean,2478.6
EBS_Pollock_2024,2,2037,SSB_lb,1707.42
EBS_Pollock_2024,2,2037,SSB_ub,3629.99
EBS_Pollock_2024,2,2037,SSB_median,2322.08
EBS_Pollock_2024,2,2037,SSB_mean,2474.41
EBS_Pollock_2024,2,2038,SSB_lb,1724.57
EBS_Pollock_2024,2,2038,SSB_ub,3725.15
EBS_Pollock_2024,2,2038,SSB_median,2341.67
EBS_Pollock_2024,2,2038,SSB_mean,2486.52
EBS_Pollock_2024,2,2025,F_lb,0.170605
EBS_Pollock_2024,2,2025,F_ub,0.170605
EBS_Pollock_2024,2,2025,F_median,0.170605
EBS_Pollock_2024,2,2025,F_mean,0.170605
EBS_Pollock_2024,2,2026,F_lb,0.204825
EBS_Pollock_2024,2,2026,F_ub,0.20483
EBS_Pollock_2024,2,2026,F_median,0.204829
EBS_Pollock_2024,2,2026,F_mean,0.204828
EBS_Pollock_2024,2,2027,F_lb,0.269039
EBS_Pollock_2024,2,2027,F_ub,0.269039
EBS_Pollock_2024,2,2027,F_median,0.269039
EBS_Pollock_2024,2,2027,F_mean,0.269039
EBS_Pollock_2024,2,2028,F_lb,0.247324
EBS_Pollock_2024,2,2028,F_ub,0.269039
EBS_Pollock_2024,2,2028,F_median,0.261594
EBS_Pollock_2024,2,2028,F_mean,0.260795
EBS_Pollock_2024,2,2029,F_lb,0.208406
EBS_Pollock_2024,2,2029,F_ub,0.269039
EBS_Pollock_2024,2,2029,F_median,0.25224
EBS_Pollock_2024,2,2029,F_mean,0.247366
EBS_Pollock_2024,2,2030,F_lb,0.191911
EBS_Pollock_2024,2,2030,F_ub,0.269039
EBS_Pollock_2024,2,2030,F_median,0.256019
EBS_Pollock_2024,2,2030,F_mean,0.244772
EBS_Pollock_2024,2,2031,F_lb,0.191085
EBS_Pollock_2024,2,2031,F_ub,0.269039
EBS_Pollock_2024,2,2031,F_median,0.262372
EBS_Pollock_2024,2,2031,F_mean,0.246052
EBS_Pollock_2024,2,2032,F_lb,0.187532
EBS_Pollock_2024,2,2032,F_ub,0.269039
EBS_Pollock_2024,2,2032,F_median,0.267668
EBS_Pollock_2024,2,2032,F_mean,0.247132
EBS_Pollock_2024,2,2033,F_lb,0.18868
EBS_Pollock_2024,2,2033,F_ub,0.269039
EBS_Pollock_2024,2,2033,F_median,0.265801
EBS_Pollock_2024,2,2033,F_mean,0.247264
EBS_Pollock_2024,2,2034,F_lb,0.188146
EBS_Pollock_2024,2,2034,F_ub,0.269039
EBS_Pollock_2024,2,2034,F_median,0.264258
EBS_Pollock_2024,2,2034,F_mean,0.24683
EBS_Pollock_2024,2,2035,F_lb,0.18686
EBS_Pollock_2024,2,2035,F_ub,0.269039
EBS_Pollock_2024,2,2035,F_median,0.265733
EBS_Pollock_2024,2,2035,F_mean,0.247413
EBS_Pollock_2024,2,2036,F_lb,0.186712
EBS_Pollock_2024,2,2036,F_ub,0.269039
EBS_Pollock_2024,2,2036,F_median,0.263467
EBS_Pollock_2024,2,2036,F_mean,0.247017
EBS_Pollock_2024,2,2037,F_lb,0.188042
EBS_Pollock_2024,2,2037,F_ub,0.269039
EBS_Pollock_2024,2,2037,F_median,0.260852
EBS_Pollock_2024,2,2037,F_mean,0.246525
EBS_Pollock_2024,2,2038,F_lb,0.19008
EBS_Pollock_2024,2,2038,F_ub,0.269039
EBS_Pollock_2024,2,2038,F_median,0.263174
EBS_Pollock_2024,2,2038,F_mean,0.246213
EBS_Pollock_2024,3,2025,C_lb,1350
EBS_Pollock_2024,3,2025,C_ub,1350
EBS_Pollock_2024,3,2025,C_median,1350
EBS_Pollock_2024,3,2025,C_mean,1350
EBS_Pollock_2024,3,2025,C_sd,1.7053e-11
EBS_Pollock_2024,3,2026,C_lb,1350
EBS_Pollock_2024,3,2026,C_ub,1350
EBS_Pollock_2024,3,2026,C_median,1350
EBS_Pollock_2024,3,2026,C_mean,1350
EBS_Pollock_2024,3,2026,C_sd,3.23517e-07
EBS_Pollock_2024,3,2027,C_lb,1331.28
EBS_Pollock_2024,3,2027,C_ub,1369.32
EBS_Pollock_2024,3,2027,C_median,1341.13
EBS_Pollock_2024,3,2027,C_mean,1344.74
EBS_Pollock_2024,3,2027,C_sd,13.1098
EBS_Pollock_2024,3,2028,C_lb,1264.58
EBS_Pollock_2024,3,2028,C_ub,1485.62
EBS_Pollock_2024,3,2028,C_median,1324.35
EBS_Pollock_2024,3,2028,C_mean,1345
EBS_Pollock_2024,3,2028,C_sd,75.4306
EBS_Pollock_2024,3,2029,C_lb,1077.46
EBS_Pollock_2024,3,2029,C_ub,1847.94
EBS_Pollock_2024,3,2029,C_median,1302.42
EBS_Pollock_2024,3,2029,C_mean,1368.17
EBS_Pollock_2024,3,2029,C_sd,259.361
EBS_Pollock_2024,3,2030,C_lb,949.56
EBS_Pollock_2024,3,2030,C_ub,2147.3
EBS_Pollock_2024,3,2030,C_median,1325.12
EBS_Pollock_2024,3,2030,C_mean,1414
EBS_Pollock_2024,3,2030,C_sd,390.052
EBS_Pollock_2024,3,2031,C_lb,920.465
EBS_Pollock_2024,3,2031,C_ub,2142.16
EBS_Pollock_2024,3,2031,C_median,1370.79
EBS_Pollock_2024,3,2031,C_mean,1437.67
EBS_Pollock_2024,3,2031,C_sd,414.771
EBS_Pollock_2024,3,2032,C_lb,919.321
EBS_Pollock_2024,3,2032,C_ub,2177.91
EBS_Pollock_2024,3,2032,C_median,1399.18
EBS_Pollock_2024,3,2032,C_mean,1456.07
EBS_Pollock_2024,3,2032,C_sd,410.583
EBS_Pollock_2024,3,2033,C_lb,925.66
EBS_Pollock_2024,3,2033,C_ub,2259.62
EBS_Pollock_2024,3,2033,C_median,1401.04
EBS_Pollock_2024,3,2033,C_mean,1474.21
EBS_Pollock_2024,3,2033,C_sd,436.153
EBS_Pollock_2024,3,2034,C_lb,909.637
EBS_Pollock_2024,3,2034,C_ub,2275.25
EBS_Pollock_2024,3,2034,C_median,1396.24
EBS_Pollock_2024,3,2034,C_mean,1472.46
EBS_Pollock_2024,3,2034,C_sd,438.93
EBS_Pollock_2024,3,2035,C_lb,911.553
EBS_Pollock_2024,3,2035,C_ub,2248.63
EBS_Pollock_2024,3,2035,C_median,1392.51
EBS_Pollock_2024,3,2035,C_mean,1463.8
EBS_Pollock_2024,3,2035,C_sd,419.537
EBS_Pollock_2024,3,2036,C_lb,913.55
EBS_Pollock_2024,3,2036,C_ub,2245.85
EBS_Pollock_2024,3,2036,C_median,1392.57
EBS_Pollock_2024,3,2036,C_mean,1465
EBS_Pollock_2024,3,2036,C_sd,407.258
EBS_Pollock_2024,3,2037,C_lb,917.655
EBS_Pollock_2024,3,2037,C_ub,2206.24
EBS_Pollock_2024,3,2037,C_median,1374.59
EBS_Pollock_2024,3,2037,C_mean,1459.46
EBS_Pollock_2024,3,2037,C_sd,410.532
EBS_Pollock_2024,3,2038,C_lb,921.414
EBS_Pollock_2024,3,2038,C_ub,2269.24
EBS_Pollock_2024,3,2038,C_median,1389.13
EBS_Pollock_2024,3,2038,C_mean,1465.56
EBS_Pollock_2024,3,2038,C_sd,432.052
EBS_Pollock_2024,3,2025,SSB_lb,3268.53
EBS_Pollock_2024,3,2025,SSB_ub,3268.53
EBS_Pollock_2024,3,2025,SSB_median,3268.53
EBS_Pollock_2024,3,2025,SSB_mean,3268.53
EBS_Pollock_2024,3,2026,SSB_lb,2857.14
EBS_Pollock_2024,3,2026,SSB_ub,2857.14
EBS_Pollock_2024,3,2026,SSB_median,2857.14
EBS_Pollock_2024,3,2026,SSB_mean,2857.14
EBS_Pollock_2024,3,2027,SSB_lb,2604.48
EBS_Pollock_2024,3,2027,SSB_ub,2617.76
EBS_Pollock_2024,3,2027,SSB_median,2607.92
EBS_Pollock_2024,3,2027,SSB_mean,2609.18
EBS_Pollock_2024,3,2028,SSB_lb,2330.81
EBS_Pollock_2024,3,2028,SSB_ub,2841.74
EBS_Pollock_2024,3,2028,SSB_median,2460.8
EBS_Pollock_2024,3,2028,SSB_mean,2510.44
EBS_Pollock_2024,3,2029,SSB_lb,2004.27
EBS_Pollock_2024,3,2029,SSB_ub,3469.57
EBS_Pollock_2024,3,2029,SSB_median,2421.14
EBS_Pollock_2024,3,2029,SSB_mean,2534.52
EBS_Pollock_2024,3,2030,SSB_lb,1810.57
EBS_Pollock_2024,3,2030,SSB_ub,3771.9
EBS_Pollock_2024,3,2030,SSB_median,2459.58
EBS_Pollock_2024,3,2030,SSB_mean,2590.57
EBS_Pollock_2024,3,2031,SSB_lb,1763.42
EBS_Pollock_2024,3,2031,SSB_ub,3820.12
EBS_Pollock_2024,3,2031,SSB_median,2532.92
EBS_Pollock_2024,3,2031,SSB_mean,2641.34
EBS_Pollock_2024,3,2032,SSB_lb,1717.69
EBS_Pollock_2024,3,2032,SSB_ub,3936.55
EBS_Pollock_2024,3,2032,SSB_median,2602.85
EBS_Pollock_2024,3,2032,SSB_mean,2687.84
EBS_Pollock_2024,3,2033,SSB_lb,1729.86
EBS_Pollock_2024,3,2033,SSB_ub,4059.04
EBS_Pollock_2024,3,2033,SSB_median,2593.82
EBS_Pollock_2024,3,2033,SSB_mean,2717.59
EBS_Pollock_2024,3,2034,SSB_lb,1742.45
EBS_Pollock_2024,3,2034,SSB_ub,4071.45
EBS_Pollock_2024,3,2034,SSB_median,2594.78
EBS_Pollock_2024,3,2034,SSB_mean,2714.92
EBS_Pollock_2024,3,2035,SSB_lb,1727.93
EBS_Pollock_2024,3,2035,SSB_ub,4098
EBS_Pollock_2024,3,2035,SSB_median,2596.35
EBS_Pollock_2024,3,2035,SSB_mean,2712.98
EBS_Pollock_2024,3,2036,SSB_lb,1725.73
EBS_Pollock_2024,3,2036,SSB_ub,4066.09
EBS_Pollock_2024,3,2036,SSB_median,2577.86
EBS_Pollock_2024,3,2036,SSB_mean,2706
EBS_Pollock_2024,3,2037,SSB_lb,1732.86
EBS_Pollock_2024,3,2037,SSB_ub,3990.79
EBS_Pollock_2024,3,2037,SSB_median,2565.46
EBS_Pollock_2024,3,2037,SSB_mean,2701.85
EBS_Pollock_2024,3,2038,SSB_lb,1762.42
EBS_Pollock_2024,3,2038,SSB_ub,4040.37
EBS_Pollock_2024,3,2038,SSB_median,2575.28
EBS_Pollock_2024,3,2038,SSB_mean,2713.01
EBS_Pollock_2024,3,2025,F_lb,0.170605
EBS_Pollock_2024,3,2025,F_ub,0.170605
EBS_Pollock_2024,3,2025,F_median,0.170605
EBS_Pollock_2024,3,2025,F_mean,0.170605
EBS_Pollock_2024,3,2026,F_lb,0.204825
EBS_Pollock_2024,3,2026,F_ub,0.20483
EBS_Pollock_2024,3,2026,F_median,0.204829
EBS_Pollock_2024,3,2026,F_mean,0.204828
EBS_Pollock_2024,3,2027,F_lb,0.216123
EBS_Pollock_2024,3,2027,F_ub,0.216123
EBS_Pollock_2024,3,2027,F_median,0.216123
EBS_Pollock_2024,3,2027,F_mean,0.216123
